,ape,ape_name,ape_len,ape_cat0,ape_cat1,ape_cat2,ape_cat3,Libellé,Code
551,1711,Fabrication de pâte à papier,4,17,1.0,1.0,,Industrie manufacturière,C
552,1106Z,Fabrication de malt,5,11,0.0,6.0,Z,Industrie manufacturière,C
553,3831,Démantèlement d'épaves,4,38,3.0,1.0,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
554,92,Organisation de jeux de hasard et d'argent,2,92,,,,"Arts, spectacles et activités récréatives",R
555,8720B,Hébergement social pour toxicomanes,5,87,2.0,0.0,B,Santé humaine et action sociale,Q
556,462,Commerce de gros de produits agricoles bruts et d'animaux vivants,3,46,2.0,,,Commerce ; réparation d'automobiles et de motocycles,G
557,803,Activités d'enquête,3,80,3.0,,,Activités de services administratifs et de soutien,N
558,1723,Fabrication d'articles de papeterie,4,17,2.0,3.0,,Industrie manufacturière,C
559,9525Z,Réparation d'articles d'horlogerie et de bijouterie,5,95,2.0,5.0,Z,Autres activités de services,S
560,8730B,Hébergement social pour handicapés  physiques,5,87,3.0,0.0,B,Santé humaine et action sociale,Q
561,5229A,"Messagerie, fret express",5,52,2.0,9.0,A,Transports et entreposage,H
562,2042,Fabrication de parfums et de produits pour la toilette,4,20,4.0,2.0,,Industrie manufacturière,C
563,329,Activités manufacturières n.c.a.,3,32,9.0,,,Industrie manufacturière,C
564,6611Z,Administration de marchés financiers,5,66,1.0,1.0,Z,Activités financières et d'assurance,K
565,5829A,Édition de logiciels système et de réseau,5,58,2.0,9.0,A,Information et communication,J
566,454,Commerce et réparation de motocycles,3,45,4.0,,,Commerce ; réparation d'automobiles et de motocycles,G
567,4672,Commerce de gros de minerais et métaux,4,46,7.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
568,291,Construction de véhicules automobiles,3,29,1.0,,,Industrie manufacturière,C
569,73,Publicité et études de marché,2,73,,,,"Activités spécialisées, scientifiques et techniques",M
570,2219,Fabrication d'autres articles en caoutchouc,4,22,1.0,9.0,,Industrie manufacturière,C
571,520,Extraction de lignite,3,52,0.0,,,Transports et entreposage,H
572,1073,Fabrication de pâtes alimentaires,4,10,7.0,3.0,,Industrie manufacturière,C
573,370,Collecte et traitement des eaux usées,3,37,0.0,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
574,2591Z,Fabrication de fûts et emballages métalliques similaires,5,25,9.0,1.0,Z,Industrie manufacturière,C
575,871,Hébergement médicalisé,3,87,1.0,,,Santé humaine et action sociale,Q
576,990,Activités de soutien aux autres industries extractives,3,99,0.0,,,Activités extra-territoriales,U
577,2020,Fabrication de pesticides et d’autres produits agrochimiques,4,20,2.0,0.0,,Industrie manufacturière,C
578,2630,Fabrication d'équipements de communication,4,26,3.0,0.0,,Industrie manufacturière,C
579,4291,Construction d'ouvrages maritimes et fluviaux,4,42,9.0,1.0,,Construction,F
580,8552,Enseignement culturel,4,85,5.0,2.0,,Enseignement,P
581,2361Z,Fabrication d'éléments en béton pour la construction,5,23,6.0,1.0,Z,Industrie manufacturière,C
582,2314Z,Fabrication de fibres de verre,5,23,1.0,4.0,Z,Industrie manufacturière,C
583,325,Fabrication instruments & fournitures à usage médical & dentaire,3,32,5.0,,,Industrie manufacturière,C
584,4399D,Autres travaux spécialisés de construction,5,43,9.0,9.0,D,Construction,F
585,682,Location et exploitation de biens immobiliers propres ou loués,3,68,2.0,,,Activités immobilières,L
586,6201Z,Programmation informatique,5,62,0.0,1.0,Z,Information et communication,J
587,3319,Réparation d'autres équipements,4,33,1.0,9.0,,Industrie manufacturière,C
588,2015,Fabrication de produits azotés et d'engrais,4,20,1.0,5.0,,Industrie manufacturière,C
589,02,Sylviculture et exploitation forestière,2,2,,,,"Agriculture, sylviculture et pêche",A
590,4632A,Commerce de gros de viandes de boucherie,5,46,3.0,2.0,A,Commerce ; réparation d'automobiles et de motocycles,G
591,494,Transports routiers de fret et services de déménagement,3,49,4.0,,,Transports et entreposage,H
592,1411,Fabrication de vêtements en cuir,4,14,1.0,1.0,,Industrie manufacturière,C
593,9522,Réparation appareils électromén. & équipts maison & jardin,4,95,2.0,2.0,,Autres activités de services,S
594,891,Extraction des minéraux chimiques et d'engrais minéraux,3,89,1.0,,,,
595,4761,Commerce de détail de livres en magasin spécialisé,4,47,6.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
596,4941,Transports routiers de fret,4,49,4.0,1.0,,Transports et entreposage,H
597,4950,Transports par conduites,4,49,5.0,0.0,,Transports et entreposage,H
598,2059Z,Fabrication d'autres produits chimiques n.c.a.,5,20,5.0,9.0,Z,Industrie manufacturière,C
599,237,"Taille, façonnage et finissage de pierres",3,23,7.0,,,Industrie manufacturière,C
600,3250,Fabrication instruments & fournitures à usage médical & dentaire,4,32,5.0,0.0,,Industrie manufacturière,C
601,2211Z,Fabrication et rechapage de pneumatiques,5,22,1.0,1.0,Z,Industrie manufacturière,C
602,7111Z,Activités d'architecture,5,71,1.0,1.0,Z,"Activités spécialisées, scientifiques et techniques",M
603,240,Services de soutien à l'exploitation forestière,3,24,0.0,,,Industrie manufacturière,C
604,8430A,Activités générales de sécurité sociale,5,84,3.0,0.0,A,Administration publique,O
605,5812Z,Édition de répertoires et de fichiers d'adresses,5,58,1.0,2.0,Z,Information et communication,J
606,0990Z,Activités de soutien aux autres industries extractives,5,9,9.0,0.0,Z,Industries extractives,B
607,07,Extraction de minerais métalliques,2,7,,,,Industries extractives,B
608,275,Fabrication d'appareils ménagers,3,27,5.0,,,Industrie manufacturière,C
609,4648,Commerce de gros d'articles d'horlogerie et de bijouterie,4,46,4.0,8.0,,Commerce ; réparation d'automobiles et de motocycles,G
610,8422Z,Défense,5,84,2.0,2.0,Z,Administration publique,O
611,4772,Comm. détail chaussures & articles cuir (magasin spécialisé),4,47,7.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
612,469,Commerce de gros non spécialisé,3,46,9.0,,,Commerce ; réparation d'automobiles et de motocycles,G
613,7739Z,"Location et location-bail machines, équipements et biens divers",5,77,3.0,9.0,Z,Activités de services administratifs et de soutien,N
614,4110C,Promotion immobilière d'autres bâtiments,5,41,1.0,0.0,C,Construction,F
615,6530,Caisses de retraite,4,65,3.0,0.0,,Activités financières et d'assurance,K
616,5040Z,Transports fluviaux de fret,5,50,4.0,0.0,Z,Transports et entreposage,H
617,5040,Transports fluviaux de fret,4,50,4.0,0.0,,Transports et entreposage,H
618,1813,Activités de pré-presse,4,18,1.0,3.0,,Industrie manufacturière,C
619,9529Z,Réparation d'autres biens personnels et domestiques,5,95,2.0,9.0,Z,Autres activités de services,S
620,5320,Autres activités de poste et de courrier,4,53,2.0,0.0,,Transports et entreposage,H
621,5814,Édition de revues et périodiques,4,58,1.0,4.0,,Information et communication,J
622,8129,Autres activités de nettoyage,4,81,2.0,9.0,,Activités de services administratifs et de soutien,N
623,4331,Travaux de plâtrerie,4,43,3.0,1.0,,Construction,F
624,4638A,"Commerce de gros de poissons, crustacés et mollusques",5,46,3.0,8.0,A,Commerce ; réparation d'automobiles et de motocycles,G
625,8121,Nettoyage courant des bâtiments,4,81,2.0,1.0,,Activités de services administratifs et de soutien,N
626,9524Z,Réparation de meubles et d'équipements du foyer,5,95,2.0,4.0,Z,Autres activités de services,S
627,220,Exploitation forestière,3,22,0.0,,,Industrie manufacturière,C
628,2319Z,Fabrication & façonnage autres articles verre yc verre technique,5,23,1.0,9.0,Z,Industrie manufacturière,C
629,311,Pêche en mer,3,31,1.0,,,Industrie manufacturière,C
630,2620,Fabrication d'ordinateurs et d'équipements périphériques,4,26,2.0,0.0,,Industrie manufacturière,C
631,2391,Fabrication de produits abrasifs,4,23,9.0,1.0,,Industrie manufacturière,C
632,4931,Transports urbains et suburbains de voyageurs,4,49,3.0,1.0,,Transports et entreposage,H
633,783,Autre mise à disposition de ressources humaines,3,78,3.0,,,Activités de services administratifs et de soutien,N
634,2594Z,Fabrication de vis et de boulons,5,25,9.0,4.0,Z,Industrie manufacturière,C
635,18,Imprimerie et reproduction d'enregistrements,2,18,,,,Industrie manufacturière,C
636,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,5,47,6.0,4.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
637,8899A,Aut. accueil ou accompgnt sans hébergt d’enfants et adolescents,5,88,9.0,9.0,A,Santé humaine et action sociale,Q
638,531,Activ. poste dans le cadre d'une obligation de service universel,3,53,1.0,,,Transports et entreposage,H
639,2814Z,Fabrication d'autres articles de robinetterie,5,28,1.0,4.0,Z,Industrie manufacturière,C
640,4622Z,Commerce de gros (commerce interentreprises) de fleurs et plantes,5,46,2.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
641,141,Élevage de vaches laitières,3,14,1.0,,,Industrie manufacturière,C
642,2229A,Fabrication de pièces techniques à base de matières plastiques,5,22,2.0,9.0,A,Industrie manufacturière,C
643,2530,Fabric. générateurs vapeur sf chaudières pour chauffage central,4,25,3.0,0.0,,Industrie manufacturière,C
644,268,Fabrication de supports magnétiques et optiques,3,26,8.0,,,Industrie manufacturière,C
645,3511Z,Production d'électricité,5,35,1.0,1.0,Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
646,6209Z,Autres activités informatiques,5,62,0.0,9.0,Z,Information et communication,J
647,2571,Fabrication de coutellerie,4,25,7.0,1.0,,Industrie manufacturière,C
648,1812Z,Autre imprimerie (labeur),5,18,1.0,2.0,Z,Industrie manufacturière,C
649,900,"Activités créatives, artistiques et de spectacle",3,90,0.0,,,"Arts, spectacles et activités récréatives",R
650,920,Organisation de jeux de hasard et d'argent,3,92,0.0,,,"Arts, spectacles et activités récréatives",R
651,8411Z,Administration publique générale,5,84,1.0,1.0,Z,Administration publique,O
652,581,Édition de livres et périodiques et autres activités d'édition,3,58,1.0,,,Information et communication,J
653,3099,Fabrication d’autres équipements de transport n.c.a.,4,30,9.0,9.0,,Industrie manufacturière,C
654,2680,Fabrication de supports magnétiques et optiques,4,26,8.0,0.0,,Industrie manufacturière,C
655,8520Z,Enseignement primaire,5,85,2.0,0.0,Z,Enseignement,P
656,2432,Laminage à froid de feuillards,4,24,3.0,2.0,,Industrie manufacturière,C
657,6391Z,Activités des agences de presse,5,63,9.0,1.0,Z,Information et communication,J
658,1200,Fabrication de produits à base de tabac,4,12,0.0,0.0,,Industrie manufacturière,C
659,1512,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",4,15,1.0,2.0,,Industrie manufacturière,C
660,171,"Fabrication de pâte à papier, de papier et de carton",3,17,1.0,,,Industrie manufacturière,C
661,8720,Héberg. social person. handicap. & malades mentales & toxicomanes,4,87,2.0,0.0,,Santé humaine et action sociale,Q
662,24,Métallurgie,2,24,,,,Industrie manufacturière,C
663,4775Z,Comm. détail de parfumerie & produits de beauté en magasin spéc.,5,47,7.0,5.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
664,4616,"Interm. comm. textiles, habillt, fourrures, chaussures & art cuir",4,46,1.0,6.0,,Commerce ; réparation d'automobiles et de motocycles,G
665,4674,Comm. gros quincaillerie & fournitures pour plomberie & chauffage,4,46,7.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
666,721,Recherche-développement en sciences physiques et naturelles,3,72,1.0,,,"Activités spécialisées, scientifiques et techniques",M
667,7911,Activités des agences de voyage,4,79,1.0,1.0,,Activités de services administratifs et de soutien,N
668,88,Action sociale sans hébergement,2,88,,,,Santé humaine et action sociale,Q
669,662,Activités auxiliaires d'assurance et de caisses de retraite,3,66,2.0,,,Activités financières et d'assurance,K
670,6419Z,Autres intermédiations monétaires,5,64,1.0,9.0,Z,Activités financières et d'assurance,K
671,0520Z,Extraction de lignite,5,5,2.0,0.0,Z,Industries extractives,B
672,4711C,Supérettes,5,47,1.0,1.0,C,Commerce ; réparation d'automobiles et de motocycles,G
673,3512,Transport d'électricité,4,35,1.0,2.0,,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
674,4724,Comm. détail pain pâtisserie & confiserie (magasin spécialisé),4,47,2.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
675,4618,Interm. spécialisés commerce d'autres produits spécifiques,4,46,1.0,8.0,,Commerce ; réparation d'automobiles et de motocycles,G
676,1310,Préparation de fibres textiles et filature,4,13,1.0,0.0,,Industrie manufacturière,C
677,0147Z,Élevage de volailles,5,1,4.0,7.0,Z,"Agriculture, sylviculture et pêche",A
678,4719A,Grands magasins,5,47,1.0,9.0,A,Commerce ; réparation d'automobiles et de motocycles,G
679,2573B,Fabrication d'autres outillages,5,25,7.0,3.0,B,Industrie manufacturière,C
680,563,Débits de boissons,3,56,3.0,,,Hébergement et restauration,I
681,7211Z,Recherche-développement en biotechnologie,5,72,1.0,1.0,Z,"Activités spécialisées, scientifiques et techniques",M
682,8610,Activités hospitalières,4,86,1.0,0.0,,Santé humaine et action sociale,Q
683,4778A,Commerces de détail d'optique,5,47,7.0,8.0,A,Commerce ; réparation d'automobiles et de motocycles,G
684,2020Z,Fabrication de pesticides et d’autres produits agrochimiques,5,20,2.0,0.0,Z,Industrie manufacturière,C
685,1085,Fabrication de plats préparés,4,10,8.0,5.0,,Industrie manufacturière,C
686,3900Z,Dépollution et autres services de gestion des déchets,5,39,0.0,0.0,Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
687,5590Z,Autres hébergements,5,55,9.0,0.0,Z,Hébergement et restauration,I
688,1393Z,Fabrication de tapis et moquettes,5,13,9.0,3.0,Z,Industrie manufacturière,C
689,892,Extraction de tourbe,3,89,2.0,,,,
690,8690B,Laboratoires d'analyses médicales,5,86,9.0,0.0,B,Santé humaine et action sociale,Q
691,2931Z,Fabrication équipements électriques et électroniques automobiles,5,29,3.0,1.0,Z,Industrie manufacturière,C
692,4321A,Travaux d'installation électrique dans tous locaux,5,43,2.0,1.0,A,Construction,F
693,1103Z,Fabrication de cidre et de vins de fruits,5,11,0.0,3.0,Z,Industrie manufacturière,C
694,8020Z,Activités liées aux systèmes de sécurité,5,80,2.0,0.0,Z,Activités de services administratifs et de soutien,N
695,9319,Autres activités liées au sport,4,93,1.0,9.0,,"Arts, spectacles et activités récréatives",R
696,9603,Services funéraires,4,96,0.0,3.0,,Autres activités de services,S
697,50,Transports par eau,2,50,,,,Transports et entreposage,H
698,4322B,Travaux d'installation équipements thermiques et climatisation,5,43,2.0,2.0,B,Construction,F
699,3822,Traitement et élimination des déchets dangereux,4,38,2.0,2.0,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
700,6201,Programmation informatique,4,62,0.0,1.0,,Information et communication,J
701,0112Z,Culture du riz,5,1,1.0,2.0,Z,"Agriculture, sylviculture et pêche",A
702,2223,Fabrication d'éléments matières plastiques pour la construction,4,22,2.0,3.0,,Industrie manufacturière,C
703,4339,Autres travaux de finition,4,43,3.0,9.0,,Construction,F
704,4759A,Commerce de détail de meubles,5,47,5.0,9.0,A,Commerce ; réparation d'automobiles et de motocycles,G
705,257,"Fabrication de coutellerie, d'outillage et de quincaillerie",3,25,7.0,,,Industrie manufacturière,C
706,49,Transports terrestres et transport par conduites,2,49,,,,Transports et entreposage,H
707,1041A,Fabrication d'huiles et graisses brutes,5,10,4.0,1.0,A,Industrie manufacturière,C
708,8010,Activités de sécurité privée,4,80,1.0,0.0,,Activités de services administratifs et de soutien,N
709,9003,Création artistique,4,90,0.0,3.0,,"Arts, spectacles et activités récréatives",R
710,2651A,Fabrication d'équipements d'aide à la navigation,5,26,5.0,1.0,A,Industrie manufacturière,C
711,9491Z,Activités des organisations religieuses,5,94,9.0,1.0,Z,Autres activités de services,S
712,256,Traitement et revêtement des métaux; usinage,3,25,6.0,,,Industrie manufacturière,C
713,1812,Autre imprimerie (labeur),4,18,1.0,2.0,,Industrie manufacturière,C
714,1431Z,Fabrication d'articles chaussants à mailles,5,14,3.0,1.0,Z,Industrie manufacturière,C
715,749,"Autres activités spécialisées, scientifiques et techniques n.c.a.",3,74,9.0,,,"Activités spécialisées, scientifiques et techniques",M
716,151,Prépa. des cuir & fourrure; fabric. art. voyage maroq. & sellerie,3,15,1.0,,,Industrie manufacturière,C
717,8411,Administration publique générale,4,84,1.0,1.0,,Administration publique,O
718,4637,"Commerce de gros de café, thé, cacao et épices",4,46,3.0,7.0,,Commerce ; réparation d'automobiles et de motocycles,G
719,11,Fabrication de boissons,2,11,,,,Industrie manufacturière,C
720,2362Z,Fabrication d'éléments en plâtre pour la construction,5,23,6.0,2.0,Z,Industrie manufacturière,C
721,2592,Fabrication d'emballages métalliques légers,4,25,9.0,2.0,,Industrie manufacturière,C
722,4617B,"Autres intermédiaires du commerce en denrées, boissons et tabac",5,46,1.0,7.0,B,Commerce ; réparation d'automobiles et de motocycles,G
723,9329Z,Autres activités récréatives et de loisirs,5,93,2.0,9.0,Z,"Arts, spectacles et activités récréatives",R
724,9312,Activités de clubs de sports,4,93,1.0,2.0,,"Arts, spectacles et activités récréatives",R
725,8559B,Autres enseignements,5,85,5.0,9.0,B,Enseignement,P
726,2812Z,Fabrication d'équipements hydrauliques et pneumatiques,5,28,1.0,2.0,Z,Industrie manufacturière,C
727,3230Z,Fabrication d'articles de sport,5,32,3.0,0.0,Z,Industrie manufacturière,C
728,4646,Commerce de gros de produits pharmaceutiques,4,46,4.0,6.0,,Commerce ; réparation d'automobiles et de motocycles,G
729,4950Z,Transports par conduites,5,49,5.0,0.0,Z,Transports et entreposage,H
730,2011Z,Fabrication de gaz industriels,5,20,1.0,1.0,Z,Industrie manufacturière,C
731,2540Z,Fabrication d'armes et de munitions,5,25,4.0,0.0,Z,Industrie manufacturière,C
732,4221,Construction de réseaux pour fluides,4,42,2.0,1.0,,Construction,F
733,2442Z,Métallurgie de l'aluminium,5,24,4.0,2.0,Z,Industrie manufacturière,C
734,4636Z,"Commerce de gros de sucre, chocolat et confiserie",5,46,3.0,6.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
735,4799A,Vente à domicile,5,47,9.0,9.0,A,Commerce ; réparation d'automobiles et de motocycles,G
736,263,Fabrication d'équipements de communication,3,26,3.0,,,Industrie manufacturière,C
737,1711Z,Fabrication de pâte à papier,5,17,1.0,1.0,Z,Industrie manufacturière,C
738,8292,Activités de conditionnement,4,82,9.0,2.0,,Activités de services administratifs et de soutien,N
739,2660,Fab. éqpts d'irradiation médic. électromédic. & électrothérapeut.,4,26,6.0,0.0,,Industrie manufacturière,C
740,264,Fabrication de produits électroniques grand public,3,26,4.0,,,Industrie manufacturière,C
741,4941A,Transports routiers de fret interurbains,5,49,4.0,1.0,A,Transports et entreposage,H
742,6920Z,Activités comptables,5,69,2.0,0.0,Z,"Activités spécialisées, scientifiques et techniques",M
743,9102Z,Gestion des musées,5,91,0.0,2.0,Z,"Arts, spectacles et activités récréatives",R
744,8130,Services d'aménagement paysager,4,81,3.0,0.0,,Activités de services administratifs et de soutien,N
745,1072Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",5,10,7.0,2.0,Z,Industrie manufacturière,C
746,2824,Fabrication d'outillage portatif à moteur incorporé,4,28,2.0,4.0,,Industrie manufacturière,C
747,842,Services de prérogative publique,3,84,2.0,,,Administration publique,O
748,2720,Fabrication de piles et d'accumulateurs électriques,4,27,2.0,0.0,,Industrie manufacturière,C
749,6020B,Edition de chaînes thématiques,5,60,2.0,0.0,B,Information et communication,J
750,4741Z,Comm. détail ordinateurs unités périph. & logiciels (magas. spéc),5,47,4.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
751,8421Z,Affaires étrangères,5,84,2.0,1.0,Z,Administration publique,O
752,5829B,Edition de logiciels outils de développement et de langages,5,58,2.0,9.0,B,Information et communication,J
753,2896,Fabric. machines pour le travail du caoutchouc ou des plastiques,4,28,9.0,6.0,,Industrie manufacturière,C
754,2660Z,Fab. éqpts d'irradiation médic. électromédic. & électrothérapeut.,5,26,6.0,0.0,Z,Industrie manufacturière,C
755,4759B,Commerce de détail d'autres équipements du foyer,5,47,5.0,9.0,B,Commerce ; réparation d'automobiles et de motocycles,G
756,7731,Location et location-bail de machines et équipements agricoles,4,77,3.0,1.0,,Activités de services administratifs et de soutien,N
757,2451Z,Fonderie de fonte,5,24,5.0,1.0,Z,Industrie manufacturière,C
758,2593Z,"Fabrication d'articles en fils métalliques, chaînes et ressorts",5,25,9.0,3.0,Z,Industrie manufacturière,C
759,1052Z,Fabrication de glaces et sorbets,5,10,5.0,2.0,Z,Industrie manufacturière,C
760,360,"Captage, traitement et distribution d'eau",3,36,0.0,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
761,6391,Activités des agences de presse,4,63,9.0,1.0,,Information et communication,J
762,114,Culture de la canne à sucre,3,11,4.0,,,Industrie manufacturière,C
763,127,Culture de plantes à boissons,3,12,7.0,,,Industrie manufacturière,C
764,4621,"Comm. de gros céréales, tabac non manuf. et aliments pour bétail",4,46,2.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
765,2594,Fabrication de vis et de boulons,4,25,9.0,4.0,,Industrie manufacturière,C
766,592,Enregistrement sonore et édition musicale,3,59,2.0,,,Information et communication,J
767,55,Hébergement,2,55,,,,Hébergement et restauration,I
768,1061B,Autres activités du travail des grains,5,10,6.0,1.0,B,Industrie manufacturière,C
769,8219,Photocopie prépa. documents & aut. activ. spéc. soutien de bureau,4,82,1.0,9.0,,Activités de services administratifs et de soutien,N
770,211,Fabrication de produits pharmaceutiques de base,3,21,1.0,,,Industrie manufacturière,C
771,1320Z,Tissage,5,13,2.0,0.0,Z,Industrie manufacturière,C
772,2014Z,Fabrication d'autres produits chimiques organiques de base,5,20,1.0,4.0,Z,Industrie manufacturière,C
773,38,"Collecte, traitement et élimination des déchets ; récupération",2,38,,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
774,4632,Commerce de gros de viandes et de produits à base de viande,4,46,3.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
775,144,Élevage de chameaux et d'autres camélidés,3,14,4.0,,,Industrie manufacturière,C
776,149,Élevage d'autres animaux,3,14,9.0,,,Industrie manufacturière,C
777,2562B,Mécanique industrielle,5,25,6.0,2.0,B,Industrie manufacturière,C
778,821,Activités administratives,3,82,1.0,,,Activités de services administratifs et de soutien,N
779,17,"Chasse, piégeage et services annexes",2,17,,,,Industrie manufacturière,C
780,222,Fabrication  de produits en plastique,3,22,2.0,,,Industrie manufacturière,C
781,4615Z,"Interm. comm. en meubles, articles de ménage et quincaillerie",5,46,1.0,5.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
782,612,Télécommunications sans fil,3,61,2.0,,,Information et communication,J
783,4765Z,Commerce de détail de jeux et jouets en magasin spécialisé,5,47,6.0,5.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
784,931,Activités liées au sport,3,93,1.0,,,"Arts, spectacles et activités récréatives",R
785,4721Z,Commerce de détail de fruits et légumes en magasin spécialisé,5,47,2.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
786,2320,Fabrication de produits réfractaires,4,23,2.0,0.0,,Industrie manufacturière,C
787,5510,Hôtels et hébergement similaire,4,55,1.0,0.0,,Hébergement et restauration,I
788,504,Transports fluviaux de fret,3,50,4.0,,,Transports et entreposage,H
789,1105,Fabrication de bière,4,11,0.0,5.0,,Industrie manufacturière,C
790,2431,Étirage à froid de barres,4,24,3.0,1.0,,Industrie manufacturière,C
791,4638,Comm. gros autres prod. alim. yc poissons crustacés mollusques,4,46,3.0,8.0,,Commerce ; réparation d'automobiles et de motocycles,G
792,5629,Autres services de restauration,4,56,2.0,9.0,,Hébergement et restauration,I
793,5030Z,Transports fluviaux de passagers,5,50,3.0,0.0,Z,Transports et entreposage,H
794,131,Préparation de fibres textiles et filature,3,13,1.0,,,Industrie manufacturière,C
795,121,Culture de la vigne,3,12,1.0,,,Industrie manufacturière,C
796,9511,Réparation d'ordinateurs et d'équipements périphériques,4,95,1.0,1.0,,Autres activités de services,S
797,2110Z,Fabrication de produits pharmaceutiques de base,5,21,1.0,0.0,Z,Industrie manufacturière,C
798,8121Z,Nettoyage courant des bâtiments,5,81,2.0,1.0,Z,Activités de services administratifs et de soutien,N
799,4617,"Intermédiaires du commerce en denrées, boissons et tabac",4,46,1.0,7.0,,Commerce ; réparation d'automobiles et de motocycles,G
800,4664Z,Comm. gros (interentr.) machines pour industrie textile & habill.,5,46,6.0,4.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
801,6202A,Conseil en systèmes et logiciels informatiques,5,62,0.0,2.0,A,Information et communication,J
802,381,Collecte des déchets,3,38,1.0,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
803,9523,Réparation de chaussures et d'articles en cuir,4,95,2.0,3.0,,Autres activités de services,S
804,0111Z,"Culture de céréales (sf riz) légumineuses, graines oléagineuses",5,1,1.0,1.0,Z,"Agriculture, sylviculture et pêche",A
805,2445Z,Métallurgie des autres métaux non ferreux,5,24,4.0,5.0,Z,Industrie manufacturière,C
806,478,Commerce de détail sur éventaires et marchés,3,47,8.0,,,Commerce ; réparation d'automobiles et de motocycles,G
807,0142Z,Élevage d'autres bovins et de buffles,5,1,4.0,2.0,Z,"Agriculture, sylviculture et pêche",A
808,293,Fabrication d'équipements automobiles,3,29,3.0,,,Industrie manufacturière,C
809,3600,"Captage, traitement et distribution d'eau",4,36,0.0,0.0,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
810,6203,Gestion d'installations informatiques,4,62,0.0,3.0,,Information et communication,J
811,4614Z,"Interm. comm. machines, équipts industriels, navires et avions",5,46,1.0,4.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
812,2733Z,Fabrication de matériel d'installation électrique,5,27,3.0,3.0,Z,Industrie manufacturière,C
813,3102,Fabrication de meubles de cuisine,4,31,0.0,2.0,,Industrie manufacturière,C
814,4636,"Commerce de gros de sucre, chocolat et confiserie",4,46,3.0,6.0,,Commerce ; réparation d'automobiles et de motocycles,G
815,1062,Fabrication de produits amylacés,4,10,6.0,2.0,,Industrie manufacturière,C
816,4531Z,Commerce de gros d'équipements automobiles,5,45,3.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
817,43,Travaux de construction spécialisés,2,43,,,,Construction,F
818,63,Services d'information,2,63,,,,Information et communication,J
819,0149Z,Élevage d'autres animaux,5,1,4.0,9.0,Z,"Agriculture, sylviculture et pêche",A
820,5020,Transports maritimes et côtiers de fret,4,50,2.0,0.0,,Transports et entreposage,H
821,702,Conseil de gestion,3,70,2.0,,,"Activités spécialisées, scientifiques et techniques",M
822,2451,Fonderie de fonte,4,24,5.0,1.0,,Industrie manufacturière,C
823,4763,Comm. détail enreg. musicaux & vidéo (magasin spécialisé),4,47,6.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
824,87,Hébergement médico-social et social,2,87,,,,Santé humaine et action sociale,Q
825,1395,"Fabrication de non-tissés, sauf habillement",4,13,9.0,5.0,,Industrie manufacturière,C
826,2012Z,Fabrication de colorants et de pigments,5,20,1.0,2.0,Z,Industrie manufacturière,C
827,0729Z,Extraction d'autres minerais de métaux non ferreux,5,7,2.0,9.0,Z,Industries extractives,B
828,12,Cultures permanentes,2,12,,,,Industrie manufacturière,C
829,1071C,Boulangerie et boulangerie-pâtisserie,5,10,7.0,1.0,C,Industrie manufacturière,C
830,2512,Fabrication de portes et fenêtres en métal,4,25,1.0,2.0,,Industrie manufacturière,C
831,3314Z,Réparation d'équipements électriques,5,33,1.0,4.0,Z,Industrie manufacturière,C
832,5913,Distribution films cinémat. vidéo & programmes de télévision,4,59,1.0,3.0,,Information et communication,J
833,107,Fabrication produits boulangerie-pâtisserie & pâtes alimentaires,3,10,7.0,,,Industrie manufacturière,C
