siren,Chiffres d’affaires nets,"Impôts, taxes et versements assimilés"
450938634,325714,3107
450939673,3144909,52192
450940358,12718170,369292
450942982,55726,450
450949334,500969,15821
450953369,1279883,3059
450953732,1740,205
450953849,334401,2866
450953997,754772,1842
450954649,2820314,2025
450958814,1897062,NA
450961370,216903,2108
450962568,225260,19862
450965587,NA,1809
450965645,38000,120
450967088,3143574,17099
450971791,122010,3294
450972401,1112256,16839
450974951,1118998,17077
450977889,768000,19801
450977970,NA,192
450979166,743969,1679
450980677,100062435,1016972
450985130,103942,3763
450990312,1581829,11238
450992144,372931,1249
450992912,NA,160
450993019,166513,3332
450995923,NA,NA
451003784,27777,4118
451009344,7064487,185420
451010037,119864,2907
451010847,163041,361
451012041,NA,75
451012876,26288,702
451013528,863576,28243
451015226,NA,NA
451016034,934680,50432
451017065,369296,4766
451017776,NA,245
451018949,NA,NA
451019764,NA,152
451019806,2163363,14259
451020283,174672,3129
451020549,8536401,90984
451022792,289421,873
451024582,277924,1754
451026611,954238,2151
451029227,NA,284
451029375,1442882,9318
451029656,19168,648
451029797,NA,138
451031611,868330,12075
451031660,15550,881
451032163,249791,4374
451033393,155859,1307
451036487,738129,5319
451036834,1019309,3561
451042956,164503,2819
451049613,771645,12060
451051726,968380,NA
451053383,37026977,1578683
451053839,124454,2725
451054498,302760,2671
451057376,2237736,14507
451061063,NA,120
451070395,265317,3527
451074173,502186,NA
451075063,134700,75
451075790,945445,21560
451078778,NA,531
451081228,25316816,378169
451083133,9901586,299366
451083745,NA,140
451084305,3000,184
451085567,12000,420
451086227,144900,7564
451093447,3504086,1328
451095913,1176946,8814
451096556,210000,13664
451101448,2318818,33257
451107551,400696,3163
451108450,NA,NA
451113088,NA,338
451132450,88743,3584
451132542,577760,6389
451132732,868761,3508
451133219,1462621,1765
451136451,112019,26939
451141089,285881,1661
451141154,378834,574
451141519,NA,NA
451142780,NA,300
451143697,210994,11036
451143804,776094,-828
451144323,32746,3080
451146757,1563127,13295
451148217,5818704,146723
451148266,1314153,26916
451148282,7465841,198206
451148324,2883966,64255
451148357,4578503,111248
451148431,2028346,23322
451148860,2373795,76520
451148886,1544542,11313
451149116,3166384,13915
451149652,2081606,3993
451150437,2015394,24043
451151492,1933164,60708
451152268,3830258,88448
451152920,1016600,27338
451153811,551304,29736
451155931,183466,3171
451156095,871929,4314
451157457,34389,855
451157762,462496,2484
451158984,1041517,3880
451159263,1657499,31071
451164321,933465,8130
451166912,81722,NA
451167050,91832,1040
451171086,70450,1297
451172423,134359,666
451175202,69969,1212
451177026,2140210,34244
451178040,4191341,25624
451179444,23112650,687682
451184410,150000,386
451185359,70545,673
451185375,119462,3377
451187298,1018358,6451
451187314,10859637,356458
451187496,7712997,216709
451191019,323026,10190
451191837,239733,NA
451194963,223528927,1220879
451195028,NA,3372
451198980,721086,4039
451201396,1259203,6644
451202352,298356,3511
451205348,NA,130
451207062,13122113,158543
451207112,2979368,58798
451207419,NA,399
451210264,188748,1672
451212492,23984,2655
451216832,2079653,56747
451222269,42304,3310
451224695,5633719,132862
451224877,54158751,677982
451225056,2763088,62484
451225114,NA,75
451225346,121699,1499
451225692,1209659857,8639555
451228019,19200,9682
451228431,9797,NA
451231104,1471735,28755
451234819,NA,75
451237804,345736,1808
451238067,384878,NA
451238430,NA,75
451239792,86843,36943
451239800,1352477,5214
451240287,1406798,3744
451240535,274783,524
451242051,11579,237
451242556,26999,490
451242622,140177,7837
451249965,1244054,3583
451251045,NA,NA
451252084,143212359,110207
451253553,NA,NA
451256457,456108,28212
451261713,NA,311
451261770,30528,3655
451262778,NA,NA
451263966,544427,4272
451264568,7857965,287358
451268353,47768837,1498242
451268668,186195,5615
451271936,NA,NA
451273379,6441895,54831
451274872,1169442,10936
451276281,NA,NA
451277677,NA,NA
451278162,250070,4888
451280440,115060,3829
451280713,NA,137
451281711,11478338,49813
451285357,164819,4162
451285795,89733,1594
451286298,NA,NA
451289557,2179998,16588
451290399,16847,832
451290845,306718,7066
451292254,190594,3952
451293146,NA,133
451293443,842895,10542
451296222,109605,4519
451300180,907745,4068
451300461,535694,24216
451302129,NA,NA
451302277,187347,NA
451307169,238603,4289
451309371,327000,18752
451310023,12843,1090
451312573,948650,10435
451314660,NA,NA
451320824,NA,NA
451320915,12598,795
451321210,NA,160
451321384,42000,582
451322531,143548,540
451323208,870031,13350
451324669,-2497,NA
451325245,121298,1620
451325732,117246,2816
451326094,NA,NA
451326557,341500,3300
451327308,97368892,1158114
451329205,29101736,290103
451330948,115561,1698
451335541,84944,1120
451336135,NA,1352
451336580,1252432,7454
451337489,146440,20990
451337935,61464,2901
451338537,142160,3044
451339832,30931,1489
451340053,NA,75
451341101,3443499,17444
451342257,473808,12497
451344881,NA,189
451345151,1002134,4027
451349708,NA,NA
451349781,229782,5090
451350987,63258,877
451352876,152950,453
451358451,NA,294
451361794,27061,275
451363725,297688,3950
451364442,NA,570
451365118,14450,326
451365670,451841,9348
451366108,2119499,10779
451367155,-6000,507
451368013,1248000,25912
451368815,3049302,62570
451372007,1160091,6414
451372098,6184049,38558
451372197,NA,519
451372999,3467348,110330
451373104,NA,NA
451374508,15600,235
451374938,732361,19524
451380299,2080564,27872
451380422,115325,812
451380588,159162,3182
451381768,34000,1668
451384960,1383084,12804
451390538,185124,1483
451391304,475322,10677
451392658,9256549,97423
451393649,835422,6150
451397483,NA,NA
451397509,5355261,116497
451400006,356497,5872
451405237,1175022,19574
451406862,768724,7338
451407357,186319,949
451411227,11000,379
451411474,94290,144
451412886,2509064,67448
451413298,NA,150
451415319,726889,9913
451416457,398803,3986
451416739,296854,2166
451417109,NA,NA
451417885,44000,1810
451420855,483050,1271
451422844,19755,1547
451426415,312105,3312
451426746,3799007,46689
451427090,NA,473
451428908,NA,25
451430599,45606,1029
451433122,148074,2410
451433593,1597961,5350
451433940,1464398,102376
451434690,83369,629
451435754,2087740,10596
451437495,2049943,17783
451443618,22403234,396564
451444228,480400,40908
451444731,523894,6156
451446256,392735,11153
451446298,242023,3298
451449458,NA,NA
451450928,527690,NA
451455984,15000,587
451457246,416364,6045
451459580,463258,NA
451460026,584312,672
451460323,NA,405
451461305,43498,1932
451462451,2531273,21233
451465660,77118,1934
451467401,750772,9084
451467534,40378,2855
451468490,NA,164
451469431,89932,3645
451470520,620892,2339
451472203,513237,10340
451475651,NA,4712
451479208,11014804,478586
451483200,85857,1152
451483242,2277146,27942
451486625,731250,NA
451486682,2139369,154673
451487367,17250,754
451487573,717439,6852
451487649,137059,1767
451488613,278938,372
451489363,336458,9091
451489587,97660,NA
451491591,951395,25659
451491617,2576828,13140
451493019,71107,5646
451493035,914176,5162
451497234,NA,NA
451497556,14140,523
451497986,1841901,NA
451499537,218435,1731
451499990,457242,2725
451500821,NA,169
451501084,279193,5728
451503791,2661981,66833
451505739,282097,3195
451506166,227182,3581
451510622,NA,577
451510770,71787,22525
451511778,920657,7348
451511802,79047,NA
451522502,311961,11092
451523005,113796,696
451524508,196652,4905
451524573,360199,5437
451528830,1270355,10582
451538722,54389,2157
451539571,480140,12146
451541924,2484549,19161
451542898,1302828,19721
451543052,NA,149
451543318,330048,1683
451543755,94565,NA
451544316,702,122
451544894,6041810,213885
451545073,NA,673
451546543,350758,2854
451548283,735461,NA
451553515,1016373,9022
451553721,223949,NA
451554489,140578,NA
451556393,12000,673
451557136,1084501,4359
451564470,507745,13650
451564918,582747,9531
451565121,1127415,5635
451566210,477715,2826
451568455,3046517,70797
451568471,275537,3278
451568943,2709913,21786
451570030,269863,15206
451570394,75000,893
451571905,169872,6233
451574131,87864,8676
451577613,1253783,11358
451578447,194555,1983
451578637,414190,2297
451579080,3034692,NA
451579569,158230,3593
451579668,358749,5398
451580278,890758,7586
451584619,NA,NA
451584684,42545,866
451585616,3512153,19950
451585665,22040,NA
451586523,274377,2051
451587620,NA,NA
451588453,177713,4129
451589766,213720,1952
451590780,52452,67
451591267,452738,10483
451591481,NA,75
451592356,5579118,NA
451594220,43157,1034
451594774,NA,222
451596407,3825405,42293
451597678,NA,146
451598320,13700,1987
451600894,808941,1254
451603336,1542561,-2331
451603492,853699,5191
451604532,360749,5025
451609291,20672,632
451609820,21967,525
451611891,1046699,3494
451615231,700607,15649
451616635,220974,3071
451616791,274801,5731
451617179,NA,260
451621148,262182,396
451625461,189533,466
451628150,45901,2765
451628309,990156,13802
451628887,605444,1895
451635429,213697,15278
451637227,276842,3279
451637961,322458,6274
451638076,1168115,10415
451639629,985070,13024
451640221,NA,NA
451640643,291484,11676
451640676,151711,975
451640775,1388186,3763
451647721,926016,8911
451656185,33936,384
451659866,729907,6190
451660245,200033,2686
451664015,300906,2986
451666747,14180,7801
451667752,NA,1570
451668149,252305,15277
451669899,1136677,58986
451671101,78145,451
451675151,96929,NA
451676464,181532,944
451677553,140863,1317
451678122,505526,15762
451678866,64776,1020
451680458,29997000,310351
451683080,NA,25
451684815,126018,7940
451684898,NA,NA
451686711,41722,4799
451689020,438907,3669
451689947,NA,344
451690226,1435762,NA
451690952,442381,1585
451691406,NA,971
451700009,420959,6516
451700447,543581,12519
451701098,132110,673
451701973,895766,17259
451702690,389811,NA
451703938,1828887,2207
451706014,13756,1338
451709695,-4867,350
451714802,339850,5292
451720833,159991,3673
451722300,256624,4027
451722656,57041,1379
451723134,120290,687
451723506,175426,3725
451724439,55000,150226
451726194,803545,NA
451726400,1379615,2984
451726897,305230,1100
451727143,100800,442
451727408,353919,7238
451727879,133388,377
451729164,813700,2896
451729669,NA,75
451732259,665368,NA
451732473,1292039,5116
451733109,497567,6921
451735609,1046176,10056
451737563,16776001,13658
451737860,NA,318
451743231,131160,1130
451743934,1125693,35281
451746168,NA,156
451748586,183660,2102
451749907,1035011,6413
451753503,1913792,15268
451760870,1390498,14045
451761308,990435,3664
451762892,50365508,646890
451763676,11110496,116399
451766075,29455,19
451766810,22787,562
451767347,NA,NA
451769087,594195,6350
451770143,364222,6656
451771661,12820,335
451775415,602906,5188
451775936,50000,4599
451776199,1235270,NA
451777627,237167,2122
451782338,50850819,188041
451782387,2870581,32059
451785190,NA,116
451785273,1617276,65254
451786255,387043,15347
451786503,161376,1144
451791305,700407,711
451791586,15232844,249988
451796783,517369,38178
451800833,152403,NA
451800890,182961,2261
451802300,832627,4861
451808018,2035451,79364
451809305,364857,1827
451812374,1011100,5601
451817662,918501,23680
451818173,3794236,17044
451823488,1011093,13305
451823520,28406,1453
451829741,4061383,206582
451832265,569869,8387
451833594,1250020,9539
451840573,NA,123
451845325,302568,8132
451846885,997,416
451847065,NA,75
451849194,989727,3244
451851661,2387222,12766
451852651,375491,7874
451853303,326518,7634
451857262,3745304,37306
451858385,15715908,84980
451858559,8990,452
451858724,649085,12348
451859888,492230,4280
451861397,602172,1332
451861603,NA,185
451862098,81816,1504
451866800,30218,NA
451869382,244291,1839
451869531,38156,5955
451872865,459661,4415
451876981,NA,NA
451877518,400915,3567
451878961,484459,5893
451880033,67940,700
451880413,95794,479
451880629,2267967,4239
451880652,987843,8111
451880892,1358935,1759
451882070,172677,6716
451885305,443000,4702
451886592,353162,1943
451889984,220878,2200
451890651,980966,203417
451892160,715680,6840
451894828,141916,458
451895023,NA,NA
451898258,356619,NA
451899470,4093311,12863
451900229,NA,NA
451901094,1087061,6485
451904650,NA,NA
451905681,812024,2955
451912778,NA,2838
451913974,10700,782
451914394,14375,5295
451914824,84198,649
451915110,180590,1354
451916704,1698130,37970
451918676,440628,8023
451927644,907443,12892
451928345,89942,1686
451929442,102081,75
451930515,510540,2595
451930796,52078,NA
451931596,28759,39
451931810,84747,1125
451933121,82288,2875
451934830,1098328,4425
451934913,34168,684
451934954,349731,899
451935563,875594,4844
451937999,1575921,16345
451939557,810488,6460
451941363,2183257,7894
451949077,1187085,6060
451951446,37659,1050
451954804,782316,11226
451956452,272643,-3247
451958292,1018831,2341
451959654,NA,75
451959753,2051312,4627
451961379,199228,3162
451961734,96000,1038
451969620,1349678,3089
451972293,15527,2203
451974752,NA,5991
451975155,60316,576
451976039,1068829,63333
451978332,893013,11253
451979819,182732,4083
451981674,1285246,9191
451982888,800537,41370
451984611,25023,1986
451986400,58422,4399
451991137,NA,4716
451997399,108631,865
451999643,907331,6425
452000318,925164,10852
452000458,114725,2548
452002199,816216,3069
452004005,2784318,17621
452006695,NA,NA
452007933,489332,5705
452009244,2901751,30917
452010291,1231484,12774
452018567,16111117,280788
452019797,28621,2403
452022858,20294995,378391
452028079,6575,580
452028319,NA,161
452031636,NA,293
452031727,800575,NA
452031867,749184,10257
452035116,3850771,52953
452039209,180375,367
452042377,379205,5299
452043193,872098,7858
452044209,2144888,12638
452045909,38762052,337623
452046451,1159865,9973
452051238,151503,1159
452051840,79982,1576
452052954,2157244,17565
452053176,256285,1666
452053374,11893,1561
452054455,450600,6142
452057094,54835,3815
452057128,154719,2685
452058175,1069655,12059
452063233,51023,783
452066244,591271,6285
452066426,19351,1171
452067341,NA,241
452067523,119888,2185
452073240,1615240,5292
452073976,479090,49820
452076276,125815,4730
452076334,368948,120
452076375,147529,NA
452080641,1073663,19202
452085749,1092863,15717
452086036,3809117,52137
452089725,222000,361
452089956,356901,1833
452090095,178333,1181
452090723,3620347,101996
452094196,23799,1428
452095508,4418113,14673
452095516,498919,5116
452096027,328098,4071
452096951,535052,5799
452098874,4796306,25014
452103377,541332,7554
452104862,972836,21254
452107899,802679,22969
452113483,1514894,17172
452113756,NA,NA
452114176,436381,3666
452116973,689358,16801
452121221,506338,52867
452124423,NA,NA
452136138,1881549,24581
452139165,68760,506
452141278,NA,NA
452144249,212873,5919
452144843,790175,10634
452145345,25473,150
452146343,1044649,16417
452147176,5783,3698
452155401,112592,650
452156110,1800000,28399
452157597,45252682,584429
452158884,1621375,9329
452162852,1194643,13167
452168636,58906,768
452180763,182638,12682
452181183,165369,3680
452182413,6748856,38403
452183080,346570,6828
452183635,208547,5710
452186273,31963,32038
452187578,249475,1323
452193923,2280138,7949
452196199,5478812,19451
452196223,320866,10459
452197932,216000,3780
452198641,461380,4657
452202013,2658214,1547
452208598,NA,264
452208721,341565,3351
452209067,245979,3717
452210172,5482825,3500
452210339,78667,519
452211659,1608774,18742
452212517,88621,1546
452214117,725382,5699
452221062,624248,4186
452222912,373562,2387
452223142,1894986,3010
452224587,122616,4292
452225444,214418,17008
452229990,518202,4840
452231053,1181695,27784
452231087,126453,2181
452234560,758494,6292
452235054,454428,NA
452237001,638354,31876
452237340,244863,713
452238637,93574,632
452239106,18125,2053
452242126,350330,4252
452249618,1718646,5904
452250020,1512555,8837
452251168,NA,2007
452252547,278375,5035
452254741,873003,NA
452257447,93242,840
452258684,16741,887
452258874,NA,120
452273113,547987,4060
452273519,315252,2508
452275118,805339,1758
452281314,82838,969
452281942,1338678,4487
452287352,24949,NA
452288707,147295,2363
452290893,84040,4462
452292204,64719,67
452296551,NA,597
452300650,96824,7267
452300791,34584,592
452301757,NA,1498
452302193,1625389,7453
452304504,1448543,7039
452305469,NA,206
452305832,9327400,92593
452307937,791542,5082
452308646,6274113,102041
452309008,1165242,3234
452310105,186112,7824
452311525,NA,118
452316011,487634,16785
452316540,2400,75
452319544,2250538,13768
452319981,745097,NA
452322415,330587,4229
452323124,2125815,16657
452323769,1751176,26385
452324148,200,288
452324726,1175026,4097
452326572,546690,7973
452327190,913705,7840
452328719,396875,3370
452328925,44485,582
452334295,1289844,54718
452334923,347391,5186
452344948,1297282,14740
452350184,68609,684
452351653,300958,6606
452352164,NA,NA
452353931,16583,1328
452356652,80623,973
452358823,391764,66957
452360282,6350854,51247
452360787,749066,4670
452363195,15571780,11169
452369663,2605890,19230
452372352,NA,68
452373194,1800746,14116
452381429,NA,1338
452382757,1764275,5650
452383508,164444,2305
452385065,4416006,22682
452392301,490721,1700
452393549,309339,8190
452393598,12000,1038
452393697,NA,NA
452394570,3392492,77222
452395072,469663,NA
452399660,281610,442
452402944,168970,4264
452404833,13123,158
452411903,144714,4692
452412117,1010949,26587
452412182,1330551,897
452412547,112346,3767
452413271,5269595,109280
452421340,78780,1016
452421639,11587,625
452426828,133465,374
452427297,124596,182
452428162,NA,531
452437619,505065,3385
452438302,NA,659
452439466,25283902,972072
452442270,NA,NA
452442288,32101,1019
452443310,1120954,15580
452443567,1380821,2333
452446560,467341,2014
452446891,929653,6710
452448657,1158356,1196
452454572,1896379,22292
452455983,9249396,146150
452456585,6832393,67110
452456767,161066,2598
452457047,2114884,9878
452458078,978877,NA
452459936,NA,94
452461874,426925,6365
452464050,NA,NA
452464258,34765,4
452467061,331999,6634
452470073,220916,5886
452470305,954326,4445
452471782,1564129,60334
452472889,168450,1333
452474059,681643,6563
452475007,1199855,NA
452475692,95984,10591
452476773,8448,152
452484116,5185667,82727
452484470,534291,11760
452496201,145767,4265
452499817,4027546,52222
452506660,363093,3734
452512353,1137846,26215
452513963,25200,326
452517071,161291,4524
452517717,NA,4378
452518798,1038359,16277
452532369,257897,485
452532856,2109750012,1156809
452533201,NA,124
452534241,1509403153,599938
452534340,1124059204,383198
452534621,2313460340,815694
452535222,51575,470
452536402,135791,347
452538523,738547,7715
452540313,181824,1662
452543218,805721,4911
452543614,367698,12039
452545015,3214061,51813
452552722,214841,5193
452555089,119620,3014
452555949,NA,NA
452557366,3519173,332158
452557515,180000,3512
452565070,27041,1692
452568991,284480,2321
452569767,638210,4585
452570005,132000,626
452575772,359141,3281
452582588,372162,4453
452582752,30000,202
452585482,NA,1707
452598295,14500,614
452603590,171200,255
452603905,70513,1420
452605777,10489707,681843
452608540,3723142,16994
452614100,3332354,28326
452618341,2908493,71472
452625288,100000,820
452625593,6589038,142079
452631062,NA,698
452633894,387506,15500
452638380,1465749,11777
452641764,3949585,19472
452641939,184932,12712
452650625,801065,14434
452650922,2648892,68250
452650971,106399,1659
452651946,3778963,13960
452652902,230000,2488
452659097,134984,1123
452663503,6452100,33273
452666340,NA,NA
452682859,166063,1588
452683469,92978,627
452684640,1766419,3562
452688666,229595,5983
452694714,25399,1071
452695315,NA,NA
452695372,564759,4557
452696065,38910,867
452696305,462953,7688
452697055,110225,2110
452697329,72173,1133
452697642,269393,4299
452698590,17436,615
452698749,34905,5450
452699002,875639,NA
452699150,1438547,74050
452703424,1383515,4502
452704133,212290,164
452704216,2265957,49299
452711518,2596949,33774
452714942,3686124,53199
452715162,11905529,115277
452716228,364662,7390
452716616,335000,3291
452716889,NA,145
452725930,NA,103
452728363,NA,33
452737976,4217868,80972
452744741,229104,5593
452752637,42324,5451
452753965,128112,759
452754724,76091,1738
452759707,NA,127
452761026,4943164,51643
452762107,NA,NA
452764764,151835,2313
452768450,162892,1911
452769565,95663,8513
452770076,535579,1475
452778954,6500,258
452781180,433791,6003
452784986,1800,283
452788276,1435639,8849
452791908,1153556,6091
452794258,1332638,6534
452796915,717074,10426
452797061,221670,3609
452798747,NA,75
452801590,947074,1799
452803752,128398,4200
452804776,384572,8773
452806359,138440,732
452807100,163440243,3520043
452808207,532,NA
452811318,2224715,21955
452814874,518449,4866
452815459,96789,802
452819006,226898,2606
452820699,745412,9600
452821010,164586,2001
452821465,479227,8387
452823610,917370,12044
452831498,600290,3343
452831720,40670,1027
452833973,839406,10140
452835143,NA,NA
452837859,974197,10819
452838733,48000,NA
452843030,207950,12556
452843790,2640,NA
452844202,659735,81322
452844913,990943,18550
452845662,NA,NA
452847601,1136402,12903
452849086,13247696,146877
452849524,500,NA
452851561,2203068,35877
452851611,80174,1626
452857196,29754,1581
452857212,523250,591
452857220,94543,138266
452858863,123971,2420
452865660,413160,18759
452866460,353473,6701
452869217,315747,3497
452869480,NA,158
452870207,2495368,57309
452875297,767114,3461
452877756,720400,6029
452878770,1277043,9696
452881642,1335290,NA
452882244,2642234,9325
452890924,20701,1298
452893670,1371206,7856
452897242,1870,75
452897424,10247991,18648
452898695,884674,1808
452913114,119750,924
452913700,93283060,1688234
452916893,408536,3397
452918600,369383,1212
452918899,2123001,23951
452919137,968298,17309
452922123,7815612,NA
452923733,NA,NA
452923972,585787,7784
452928468,217606,5296
452929680,8125673,40516
452932858,609349,16941
452937659,127,236
452941917,1615417,6855
452942451,NA,-3195
452947831,1820763,26925
452947930,752844,27901
452948375,NA,118
452948961,901825,8618
452952484,60620,461
452952872,1064763,1928
452955677,NA,6
452959356,NA,NA
452960628,NA,NA
452964323,506238,4099
452965148,771841,12767
452971310,277224,2022
452975808,1279931,13231
452981640,256869,1878
452986524,NA,67122
452989767,276169,2874
452997398,926041,5912
453000077,5225022,18512
453004079,40660,312
453005183,50955,7141
453006314,15885709,125485
453007254,NA,148
453007288,235105,8644
453008799,1111011,6705
453010662,48743,624
453015224,717756,25664
453018731,1360982,12195
453019978,5578918,262754
453023624,115688,442
453023632,1370854,7504
453024317,85840,1204
453025421,428810,12060
453029225,533436,3454
453030983,868606,4879
453032344,2461303,3223
453034787,650172,12711
453036931,347874,3982
453052839,1803876,68047
453053167,6677,369
453055550,1973158,6695
453056970,212400,2632
453058521,453758,769
453059776,NA,NA
453062002,19956,3307
453066375,169049,5405
453066433,NA,192
453067886,18354,75
453068397,67251,2446
453069619,160759,1077
453069973,1032951,15833
453071441,415209,6457
453071995,940957,8226
453075285,51465,1769
453084618,126010,1275
453087181,716675,9066
453087850,NA,1096
453091977,510802,NA
453094336,1096856,6070
453094815,15585,649
453094872,2097793,11444
453096026,52570,973
453098188,572234,3419
453104077,2353800,22610
453107799,730034,14810
453108300,791130,13988
453114878,481305,26750
453115404,NA,2083
453121998,448311,6060
453122004,350129,2082
453127896,1318929,17296
453128944,3788370,29933
453129199,1078770,7405
453139560,25553,1832
453141905,132593,1941
453142713,25150,401
453143125,NA,85
453143976,2169784,6193
453144016,941081,7268
453145989,NA,236
453151557,822857,10140
453151789,NA,981
453153017,8215,114
453153181,9551,602
453155954,605640,23172
453159485,159388,2155
453160897,1013197,NA
453162430,3576960,46920
453163719,153408,901
453172587,131526,4079
453173262,1047260,11673
453183048,27444,3290
453184640,81485,851
453190480,1407462,6434
453193724,32830,930
453197097,743473,7460
453203440,442727,8778
453204307,169370,3292
453206500,830342,18942
453207425,NA,NA
453207482,1722398,8091
453213159,363923,2004
453213175,138180,1056
453219693,1325752,5
453225633,744630,NA
453228066,NA,118
453229304,184404,2055
453229916,50417,5629
453230542,389240,1537
453235939,1084140,31567
453236986,96204,3077
453237190,26215,NA
453240004,916901,6076
453244220,NA,129
453245169,NA,833
453252645,538559,6938
453254096,264000,2191
453261398,798067,22429
453266074,1074178,8216
453268401,874891,26388
453269094,296985,6443
453269359,111,205
453270530,60157,935
453273062,5388979,59032
453275588,2562,508
453282030,4081874,94427
453289456,60514,435
453289589,1683363,22730
453290116,1442374,2413
453291254,50616,210
453292088,2239195,38211
453299273,NA,1708
453302184,NA,540
453305864,1122727,12350
453307621,975550,6813
453308462,318036,3870
453311334,150648,642
453311599,865854,1754
453316077,249826,1390
453316903,6662437,58582
453320541,609927,1674
453323453,8288,564
453324931,424577,1756
453325813,4664147,78124
453331167,1195196,6428
453335184,2370493,18842
453337925,937609,27451
453343592,561333,3933
453350282,1791263,21785
453354144,789693,6057
453355448,NA,42
453360869,297244,500
453367658,126909,2539
453370066,57937,1320
453374100,2164707,57211
453376436,106383,33956
453378366,289102,NA
453382467,371753,7396
453382889,1568518,5093
453382988,1263781,NA
453383945,6375481,73980
453385585,NA,75
453387870,785,307
453388183,2114475,124726
453393142,246373,3168
453393860,791436,848
453397572,NA,NA
453397580,42694,652
453398513,1043256,22867
453398745,NA,217
453398802,NA,NA
453399255,73134,708
453399370,121884,17366
453399750,1533630,20564
453400624,374413,617
453406498,496793,6338
453407272,1023430,24811
453407801,275536,2332
453407959,4016711,65607
453417925,82753,NA
453428435,180419,4233
453429631,412308,207
453431843,455256,3184
453438939,62416,841
453441610,NA,460
453445215,290720,2433
453445348,426552,15705
453448623,503562,330
453453334,770632,4793
453456717,5181043,219358
453461097,230300,11029
453464661,25124,3949
453467342,118584,1314
453470874,1505455,46692
453472425,3668633,13258
453472896,117886,4052
453473688,18205,582
453473886,249872,3758
453474496,269391,5413
453475923,180000,793
453488785,NA,118
453490294,243956,9261
453494403,7995979,27636
453495269,NA,NA
453495376,NA,NA
453495509,1237012,-2054
453498255,4008,NA
453501538,1400976,10546
453502882,170018,2904
453506743,1010708,8851
453507246,258085,6938
453524050,214471,5685
453525933,697418,3766
453527707,4410081,56151
453528655,77106,924
453528895,NA,75
453533549,792840,17226
453534737,2970527,20705
453536138,26119,710
453538035,194611,658
453538639,120000,2107
453540155,755384,NA
453540924,NA,1162
453541179,1151969,4691
453545550,968897,14166
453546061,30590,885
453555427,511804,3205
453555807,38833,549
453556144,718853,3836
453556748,298747,16430
453557720,23996,594
453558355,1117022,1073
453561607,1280786,4078
453564403,468857,3165
453565079,906511,23076
453567448,147573,30980
453567596,76120,14323
453571853,727400,NA
453574345,656745,NA
453574741,2345791,40114
453580672,648922,NA
453583981,232421,2320
453589251,596353,6632
453590796,NA,246
453592982,60925,2302
453606964,1055592,10972
453607988,NA,192
453609935,223400,3693
453610982,209152,2395
453612137,1494109,12325
453615767,1909496,14431
453621567,651159,6325
453621880,1825511,14556
453623761,2297388,22049
453624199,28532,1291
453624488,533073,10498
453628372,NA,570
453629875,68091,1244
453633216,NA,1708
453637654,NA,65
453645145,162580,4040
453648883,3807908,27895
453649352,2155804,9892
453650194,NA,742
453651119,230761,1787
453652752,NA,NA
453657421,9652,688
453659724,226874,3858
453660516,812134,6816
453661076,821676,10270
453664427,698789,8902
453672560,23298,175
453673139,895683,NA
453677429,NA,154
453678534,125346,2782
453681546,1127734,11264
453684730,125835,1276
453685414,522630,3551
453685745,779259,15270
453687113,767079,5019
453696205,589151,2651
453696221,196801,5461
453698623,78734,1788
453700031,NA,NA
453700569,34033,1287
453703688,1100891,6390
453704314,411007,3694
453705717,776227,66664
453706962,1322,-93
453708745,NA,244
453709784,15136439,59211
453713612,237000,54
453714073,1127690,4308
453715302,694685,NA
453722159,1792973,11873
453728040,NA,NA
453730111,476015,532
453735433,126236,2032
453736068,412956,4424
453738551,12505735,14886
453740144,1139798,7517
453741704,44093,1361
453744625,43158,2016
453745606,386106,4451
453746612,37068,681
453748303,77624,1496
453756546,1401752,1353
453757015,54322,1446
453757981,68638,NA
453758500,72887,1255
453760803,515662,2608
453779605,488402,1556
453780199,129926,3408
453784647,25000,75
453788432,27135,75
453788689,NA,NA
453789752,3009,290
453794554,339524,2019
453795775,448448,4345
453799983,177288,49
453801375,779606,7522
453802258,27240912,736537
453802902,438488,2703
453807323,61143,262
453807497,399924,1676
453809006,813994,8835
453810715,814544,9188
453813453,230053,2929
453813677,591552,-487
453814188,54561,1279
453814295,1501852,5333
453814394,2495176,13776
453814774,550447,NA
453816399,548971,1232
453823882,195676,14573
453823973,78277,2902
453824690,257603,4520
453825002,300917,7703
453828816,6424321,103214
453830622,89080,6777
453830796,NA,575
453832107,32781,5106
453836298,297770,6271
453836728,NA,NA
453838005,87183,NA
453839896,102928,1007
453842155,2556226,27322
453845026,19297,NA
453850885,377617,5612
453866436,249487,4193
453867335,NA,95
453867863,1227030,7517
453868671,26325,11112
453873606,1113914,8658
453874810,1085038,13963
453876062,539507,8173
453876781,825470,NA
453883860,14621410,131914
453883969,279670,2550
453884181,473777,5275
453886566,213454,2007
453890451,115032,3038
453892077,494001,4278
453893018,252587,9021
453900292,243912,1685
453903114,499733,6370
453903189,846985,9460
453908097,207122,753
453908956,1178011,6528
453909814,NA,954
453910598,189147,NA
453915407,1205860,14106
453920621,NA,159
453920837,2549916,14882
453921629,853790,119232
453922262,1026994,12108
453923476,NA,383
453929671,104111,639
453929747,NA,NA
453932519,1870439,5900
453933178,148500,974
453935629,172536,1998
453944852,31683,484
453950859,NA,NA
453955023,5885641,18275
453957946,839178,12387
