siren,Total des produits d’exploitation,Total des produits financiers,Total des produits exceptionnels,Autres produits
529754087,NA,NA,NA,NA
529765299,109774,NA,25,NA
529766024,108742,NA,794,NA
529770729,NA,NA,NA,NA
529773970,153581,NA,NA,2
529774978,793202,820,647,980
529775744,75735,101,NA,9526
529776148,53194,NA,1801,NA
529776825,NA,NA,NA,NA
529778151,NA,NA,3500,1
529778771,NA,NA,2832,846
529779134,476636,NA,4782,3
529780579,35337,NA,NA,9
529783557,2225454,NA,NA,193
529787939,199356,NA,NA,13
529788432,859636,102,NA,892
529789265,261047,NA,1461,3
529795775,1386428,NA,NA,4557
529800823,181888,NA,NA,855
529803124,514097,NA,1133,NA
529808636,NA,NA,NA,161
529808693,241672,NA,NA,NA
529817157,988560,292,40902,5746
529817819,2205267,NA,NA,2081
529819385,203,NA,NA,3
529821282,70043,NA,23209,143
529823296,1573057,NA,NA,1144
529827172,58776,NA,409,NA
529827719,1283688,NA,NA,NA
529828972,2988420,3,NA,50
529833949,NA,NA,NA,NA
529838161,486563,NA,38852,392
529839961,2114766,NA,NA,392
529848053,72162,83,NA,1
529849812,62647,NA,NA,97
529853376,NA,NA,NA,NA
529855769,274355,NA,NA,24
529856767,497595,1,NA,1293
529858474,247753,NA,NA,538
529859142,62125,NA,NA,NA
529864555,78617,66,NA,NA
529868671,NA,NA,7120,149
529871618,213781,NA,NA,NA
529872053,136890,NA,NA,450
529872699,206873,NA,NA,4
529872764,168929,NA,NA,NA
529881641,1264430,NA,7956,NA
529881864,401513,NA,9136,4
529882623,722905,NA,2243,462
529882680,329816,NA,117854,NA
529885972,34763,NA,NA,83
529887523,254701,NA,NA,48
529887671,770059,15,41808,168
529892226,612749,888,500,99
529892366,249603,NA,NA,NA
529894495,1015097,NA,NA,4
529897399,330839,15,NA,84
529898090,869529,NA,163,6
529903304,41572,92,NA,NA
529908055,834753,916,NA,1480
529908949,511453,48,13559,NA
529909129,1627817,NA,NA,759
529912453,616189,NA,1864,NA
529913360,129535,30,NA,1
529920704,NA,9,NA,345
529924573,343787,10,NA,3
529926172,100278,NA,NA,39
529926461,109580,NA,NA,5
529932782,613801,NA,NA,21
529934374,23716,NA,NA,2
529935504,NA,NA,NA,NA
529936221,830466,NA,93853,3
529936361,87641,57772,NA,1
529937534,NA,NA,NA,NA
529939282,60511,NA,NA,180
529940082,71995,1,NA,46000
529943292,331885,-73,NA,324
529943581,39600,NA,NA,NA
529943649,1097074,NA,13000,2
529945909,196629,NA,NA,51
529946725,1637398,27845,NA,68718
529947509,960308,NA,NA,149
529949083,14498,NA,NA,NA
529958662,34304524,4705,72859,NA
529964140,NA,23,NA,NA
529974206,3676901,17130,239790,16323
529974511,831959,NA,NA,15
529974735,186000,129286,NA,NA
529975674,NA,NA,NA,2466855
529975831,1854122,5083,NA,16653
529976961,69451,NA,NA,2
529981045,86408,NA,71,NA
529981193,111734,NA,NA,NA
529983843,858315,NA,NA,8
529985301,7729,NA,NA,NA
529985434,54996,NA,4407,NA
529987620,265918,NA,NA,NA
529988651,119548,NA,NA,3
529990046,267219,NA,NA,4105
529990301,803556,NA,43153,59
529991754,392327,NA,NA,3
529992331,115982,NA,NA,NA
529992471,68250,NA,NA,NA
529994790,256186,275,NA,NA
529995052,136731,NA,NA,1503
529996092,363941,NA,12800,5
529996548,382629,NA,NA,53
529996704,33184,NA,NA,NA
529999724,517404,157,40284,5940
530002138,33796,NA,NA,NA
530002732,65322,NA,NA,43
530003698,112376,NA,NA,4
530004829,151731,NA,NA,10
530006964,341520,NA,1450,89
530008259,22290,NA,NA,32
530010198,73598,NA,25226,3
530010347,600078,NA,NA,29
530011527,159400,NA,NA,NA
530012210,1000,NA,NA,NA
530012368,257776,NA,NA,1
530012624,570270,191,NA,30
530013192,70917,NA,NA,1
530015486,158300,NA,NA,NA
530015866,846405,NA,35300,3026
530017037,59403,NA,94,3
530017524,1129687,NA,NA,6
530017870,670909,1,NA,74
530018449,313884,NA,NA,NA
530018514,1740030,NA,NA,422
530020833,3329457,4922,24,NA
530023449,423311,NA,NA,13
530023779,295894,1494,NA,49
530023894,192104,NA,NA,1
530023944,1214978,NA,NA,387
530026020,119011,NA,NA,35
530027218,1602136,NA,NA,64
530032325,199040,NA,NA,4
530035070,NA,NA,309084,NA
530035278,1191745,8386,NA,NA
530035872,12500,3519,NA,NA
530039510,NA,9008,NA,2
530040203,949118,672,80000,3
530040633,597768,NA,95,NA
530042019,99777,NA,10,NA
530042118,762645,NA,30000,64
530042456,115130,NA,NA,4
530051267,544570,NA,NA,437
530051846,331307,NA,36136,2
530055151,NA,NA,NA,1
530055797,29950,NA,NA,NA
530057728,74005,NA,1667,90
530058015,59336,1,1600,101
530058353,NA,NA,NA,NA
530062322,151562,NA,NA,6
530068196,55705,NA,NA,NA
530068683,NA,NA,NA,555
530069996,84040,64644,2853,NA
530071703,275000,706599,NA,NA
530072685,782653,4983,NA,211
530078583,193416,NA,NA,NA
530084060,29259,NA,2568,9
530084276,487361,NA,1120,4
530086222,391566,NA,NA,290
530087394,83850,NA,10000,235
530090661,73030,11992,NA,30
530092154,29764,NA,NA,NA
530093434,713837,226,211925,NA
530094028,81335,1,2750,3
530095249,322415,NA,119800,1656
530097310,226353,NA,NA,31
530105725,455027,NA,10893,18
530105782,31187,NA,NA,77
530109685,NA,NA,NA,14164
530111673,199801,NA,NA,NA
530114339,NA,135524,NA,NA
530117332,415161,NA,2000,7
530121359,10542,NA,NA,NA
530122118,3657974,NA,NA,350
530123454,428356,NA,14929,3
530123843,221434,NA,NA,NA
530130269,107614,NA,7500,195
530131366,49336,NA,NA,977
530135227,NA,NA,64974,214
530136696,78974,NA,NA,759
530138833,121621,NA,NA,11
530143262,10802,NA,NA,2
530143437,NA,855,NA,41
530144328,1887709,231,NA,1
530144369,1804918,3436,928,4
530150531,55076,NA,NA,NA
530157403,21140,NA,NA,2
530157619,453152,NA,NA,14
530157783,32809,NA,NA,NA
530157882,1457919,NA,NA,508
530161124,86005,NA,NA,NA
530164821,NA,NA,NA,NA
530170224,25111,NA,NA,NA
530179928,405853,NA,38,7507
530180736,528499,NA,NA,1004
530185396,282055,36,NA,5
530186428,122525,NA,NA,2934
530189489,NA,NA,198228,NA
530190495,NA,NA,NA,NA
530193366,77299,2159,NA,284
530196054,NA,NA,NA,NA
530196583,217321,NA,NA,2
530199835,233281,NA,NA,15
530201268,91994,1688,NA,NA
530204643,48659,NA,9327,NA
530208503,432386,90,12765,1
530214642,NA,NA,NA,NA
530217660,64740,NA,NA,NA
530217793,NA,1918,NA,NA
530224328,NA,NA,NA,NA
530225101,NA,1498,NA,NA
530225580,NA,NA,NA,NA
530226083,672414,NA,NA,49
530226455,71025,NA,283,NA
530227123,149238,NA,NA,1
530230622,457994,2053,NA,64
530230861,30020,NA,NA,1
530232594,555451,355,NA,891
530232800,78124,NA,838,NA
530234640,4217,192,NA,NA
530241298,379104,252709,1967,46
530242452,55574,NA,15841,19
530242601,1147311,NA,4418,3
530243674,NA,NA,752,565
530243955,104431,NA,NA,NA
530245661,867887,2990,NA,1
530252451,42000,NA,NA,NA
530257526,836268,NA,NA,4407
530257559,306119,NA,NA,3
530259365,2652796,NA,NA,40
530259761,639774,NA,3319,1
530260678,56802,NA,886,NA
530261569,288391,NA,NA,763
530263607,201954,NA,NA,5
530264100,60556,NA,252,NA
530264316,16117,NA,NA,456
530269232,107561,NA,4492,50
530271535,30392,NA,NA,NA
530273408,NA,NA,NA,NA
530286889,148039,NA,NA,NA
530289396,196888,NA,NA,4
530291020,29364,NA,NA,1
530291970,277364,NA,NA,28
530293620,113842,NA,NA,NA
530294040,427354,NA,NA,8
530294354,NA,NA,NA,NA
530294602,86699,NA,NA,NA
530294818,400378,NA,NA,153
530296037,NA,NA,NA,NA
530299486,88751,NA,NA,NA
530299825,195640,NA,NA,1323
530300250,3356378,102,55503,174
530303445,35965,NA,NA,490
530307412,24990,NA,NA,1
530309426,74579,131,796,NA
530309723,3806,NA,NA,1
530310317,178344,NA,NA,NA
530321694,967533,137,1198,331
530325315,484237,NA,4765,2
530325935,451558,10,81,57
530327204,209733,NA,NA,119
530328798,1614276,NA,NA,108
530329101,719325,2948,NA,5
530330901,NA,NA,NA,NA
530331826,70164,NA,NA,16373
530333475,123232,NA,NA,NA
530335959,327288,1480,NA,14
530336932,42901,26,38,268
530339886,51395,NA,16500,205
530340421,196469,NA,NA,1457
530340496,69995,NA,NA,4
530351881,NA,NA,4754,NA
530352707,115056,NA,NA,NA
530352723,1024634,NA,17579,226
530356344,224856,NA,NA,4
530356542,41821,NA,NA,1
530357318,17140662,NA,NA,111
530365881,384810,11,NA,43
530366830,19000,NA,NA,NA
530372101,475918,NA,NA,9
530372408,1072477,NA,1292,319
530376474,2732268,NA,39087,3387
530378264,151216,87,NA,1
530379510,1992761,NA,NA,43
530380450,24380,NA,NA,NA
530382035,116315,NA,NA,4
530383108,899478,201152,NA,35
530386721,730062,174,80,NA
530387133,198118,NA,NA,NA
530387661,1819334,NA,NA,3159
530392836,788,20937,21632,NA
530394527,296293,NA,2136,98
530397116,3705,NA,NA,5
530398130,NA,NA,NA,NA
530399294,2579211,NA,20000,32
530401595,192100,NA,NA,NA
530402759,2440,26776,716,276
530403161,314221,3,NA,1
530405331,33989,NA,NA,NA
530408913,261928,NA,NA,NA
530411651,99006,NA,4503,NA
530412006,536709,NA,8506,30
530412576,198654,NA,NA,5
530414143,589382,119,NA,9
530423334,802564,NA,23000,97
530424647,453727,2201,NA,116
530425438,NA,22583,NA,NA
530425644,316875,NA,NA,10
530426378,34667,NA,NA,1
530428879,118172,NA,NA,1375
530431840,325326,NA,NA,323
530431865,346764,NA,NA,344
530432590,156727466,54413,NA,4
530435742,NA,NA,NA,NA
530437912,110299,NA,907,NA
530445220,9139,NA,NA,NA
530446749,36726,NA,NA,1
530460336,195514,NA,NA,NA
530460401,NA,NA,NA,NA
530460856,NA,NA,NA,77
530462407,NA,NA,NA,NA
530468016,2182733,900,NA,17
530468198,-18750,NA,NA,NA
530474915,495,NA,NA,2
530475177,NA,NA,15257,NA
530475813,120000,NA,NA,NA
530477876,NA,NA,NA,16
530478866,1752038,NA,NA,1
530482520,27106,NA,417000,1
530485267,34277,NA,NA,NA
530485598,619676,1464,NA,NA
530485812,576919,NA,NA,NA
530486562,29350,NA,35,NA
530488162,74949,NA,NA,834
530489723,17285,NA,NA,NA
530491869,184150,NA,NA,37
530502772,237655,1998,43088,NA
530503028,24867,NA,NA,1617
530504802,-90,NA,NA,NA
530508639,NA,NA,NA,NA
530513159,207488,NA,NA,249
530517374,268076,NA,NA,12
530519164,467294,NA,591,16
530521236,205031,NA,NA,31
530533355,95075,NA,NA,NA
530538073,1245035,NA,823,7400
530541044,265,NA,NA,265
530546365,NA,NA,NA,NA
530548338,399761,NA,NA,83
530553429,184228,NA,NA,NA
530553510,433866,NA,3283,200
530553957,46553,NA,NA,NA
530555614,163689,25,800,3
530558337,661434,2209,344,70
530559103,643064,NA,11101,NA
530562024,181157,NA,NA,NA
530562453,NA,NA,NA,NA
530569227,36862,NA,NA,324
530571389,43,NA,NA,44
530571785,142340,NA,NA,NA
530572338,4128,26099,211151,NA
530573294,214378,NA,NA,1
530575976,683443,72324,NA,NA
530576552,857967,4970,NA,NA
530579721,161728,NA,NA,1
530583210,3285200,NA,303,69
530590934,149290,NA,NA,NA
530593748,NA,NA,NA,NA
530601244,627448,NA,NA,3
530601707,217926,NA,NA,88
530603992,409127,257,7980,257
530604800,4127,NA,NA,15
530608710,40353,NA,NA,NA
530611193,90362,NA,NA,80
530612993,327597,3,8628,6217
530614494,64327,NA,NA,5
530614684,NA,NA,NA,NA
530617729,62896,NA,NA,350
530618214,419676,NA,NA,120
530618552,298344,NA,NA,12
530618750,22879,NA,NA,NA
530621390,NA,2705,NA,1
530631605,30421,NA,15997,273
530632132,61,NA,NA,61
530633510,289961,NA,NA,3
530634070,705928,NA,32158,NA
530634849,6701751,NA,NA,20
530634971,NA,NA,NA,NA
530635788,40781,NA,NA,NA
530635887,304692,115480,NA,NA
530637362,123325,NA,815,NA
530640572,69409,NA,NA,NA
530642149,NA,NA,NA,NA
530642719,2796740,1410352,NA,1095
530643915,176848,NA,NA,NA
530646256,396346,NA,NA,262
530646751,1,NA,NA,1
530648203,2862337,NA,NA,15967
530649326,319989,65,48,7
530651819,306532,NA,NA,37
530657592,76523,NA,2779,239
530658905,886938,5119,NA,1013
530659036,181518,NA,NA,NA
530666064,504136,408,1220,809
530666700,102935,18,301820,52
530667591,203247,3,NA,76
530670918,10908517,NA,64100,759
530674738,NA,NA,659,NA
530675545,84253,NA,NA,3
530677475,NA,NA,NA,NA
530678432,767105,674,697,93
530680214,NA,NA,NA,NA
530682954,299955,NA,2,NA
530685114,1461952,NA,NA,64
530692318,NA,NA,4667,215
530692748,200000,NA,NA,NA
530693753,57336,NA,NA,NA
530694603,350978,NA,NA,241
530695741,80350,64,NA,31
530704899,147627,NA,NA,187
530706738,1213186,195,187,208
530710532,63551,NA,27870,NA
530711035,16271,NA,NA,109
530711688,NA,600371,NA,NA
530715986,2267380,210,NA,842
530716893,24758,2,NA,NA
530718105,613635,NA,557,NA
530719988,450917,NA,3311,5
530720697,NA,NA,1268813,2271
530721307,493913,NA,NA,390
530730332,1782728,NA,NA,4
530732528,NA,NA,NA,NA
530733310,621729,NA,NA,2
530734334,26029,NA,NA,NA
530734706,NA,NA,NA,NA
530735125,124452,NA,NA,1
530735638,537439,NA,30,4
530736248,NA,NA,NA,1
530738061,69977,NA,NA,NA
530740414,147449,NA,NA,NA
530741735,169208,NA,NA,703
530743566,2056687,NA,NA,20
530745116,58926,10444,3320,10
530746734,NA,NA,NA,NA
530749142,6202978,NA,NA,659
530750918,133452,NA,NA,NA
530752203,562749,NA,NA,810
530761345,55385,NA,NA,NA
530762160,2235478,NA,NA,327
530763952,NA,NA,NA,NA
530765122,784679,1,3,27
530770734,1895224,NA,NA,NA
530771138,80289,460,NA,NA
530772185,585953,NA,NA,NA
530773746,2022535,NA,NA,58
530775246,2757838,NA,46153,22
530775592,1854,NA,413,NA
530776657,127131,1,1500,4
530778307,NA,NA,NA,NA
530778661,680544,1748,662,NA
530781251,NA,NA,2452,705
530781350,182815,NA,NA,69
530782218,398008,NA,15000,21
530782762,317153,NA,NA,23
530783174,707711,NA,NA,36955
530783638,318586,NA,1025,1
530784834,160926,NA,NA,1
530792852,535525,NA,NA,63
530796572,39064,NA,NA,NA
530801752,514050,NA,8303,19
530802180,179312,NA,NA,60
530802297,133000,NA,NA,NA
530805407,98400,108001,NA,NA
530809425,15740,NA,NA,NA
530810597,519505,NA,NA,24
530811702,518545,NA,1700,45
530812726,227654,NA,NA,5
530817469,38382,NA,NA,6
530818665,NA,32,NA,41
530825991,NA,NA,NA,NA
530830033,259604,NA,NA,NA
530830413,89081,NA,NA,274
530833201,187764,NA,NA,1
530833573,1658295,NA,NA,175
530833979,NA,NA,NA,NA
530839174,1114950,NA,NA,21
530841212,14028,NA,NA,NA
530848290,1097908,NA,NA,146
530852227,32376,NA,133,6
530855287,862660,NA,NA,67
530857077,31271,NA,NA,NA
530859545,187842,NA,16000,NA
530861129,1800,NA,NA,NA
530864495,343839,NA,4581,70
530865740,2349047,NA,NA,5380
530866714,689535,NA,NA,40
530867936,628886,NA,502,2
530868033,468373,214,NA,1
530868041,164319,NA,NA,6
530870336,53881,NA,NA,2
530872837,36521,NA,NA,NA
530874213,1188269,NA,NA,NA
530883586,741974,1,750,69
530884006,159028,NA,NA,13
530885185,52369,18,NA,NA
530885490,31757,NA,NA,NA
530885813,18803,NA,NA,NA
530885920,1243670,NA,NA,9
530886290,1881886,NA,NA,98985
530887660,1171639,NA,37586,102
530888023,NA,4333,NA,NA
530890425,2051544,570,NA,21
530892876,627232,NA,9619,8
530893940,42741,NA,NA,1
530900653,370110,NA,NA,NA
530900745,923168,NA,9259,2089
530915982,NA,NA,NA,NA
530919448,473351,NA,10,13
530919851,800,NA,NA,NA
530920032,NA,31502,NA,NA
530923630,156034,NA,NA,152
530925080,80790,100434,NA,5
530926641,1716687,NA,77035,533
530929538,2750,134672,NA,154
530932748,15872982,NA,NA,NA
530934223,8590,NA,4221,NA
530939479,218463,NA,NA,119
530939925,206098,NA,250000,NA
530944966,1276154,NA,546521,25036
530945153,22000,NA,NA,NA
530945443,619288,NA,NA,1
530953561,95757,224,NA,5
530956978,228500,NA,NA,NA
530957869,777189,NA,NA,32
530959014,NA,NA,NA,NA
530962141,NA,NA,NA,8
530963651,366806,NA,10050,168
530963875,377573,NA,1667,478
530967785,636869,990,NA,17695
530969047,47077,NA,102,NA
530969351,78434,NA,NA,NA
530969476,112007,NA,NA,3
530970664,3961452,1101,NA,NA
530972280,171703,NA,NA,NA
530973007,455783,-116,NA,96
530974070,384032,NA,9108,3
530975234,NA,NA,NA,17
530984715,40279,NA,NA,8
530990456,246210,NA,NA,3
530990480,79812,NA,NA,NA
530992536,114567,NA,NA,1
530994128,436373,NA,1104,NA
530994748,740672,NA,NA,632
530994987,914744,431,NA,2678
530995778,NA,NA,84000,NA
530997584,59362,NA,NA,NA
531000297,41807,NA,NA,NA
531003085,510555,NA,660,NA
531005718,70676,NA,500,2
531008324,993013,48,6615,15
531008753,1827990,NA,NA,2722
531010122,NA,NA,NA,308
531010346,NA,3,NA,NA
531011872,109627,NA,246,2
531020154,859958,NA,34156,NA
531026896,306787,NA,9336,1
531027860,461475,NA,191473,114
531028637,187025,NA,NA,472
531033033,93207,39,NA,7
531034726,303880,NA,NA,5
531034791,616201,NA,NA,138
531035079,2423388,69,NA,795
531038651,1230603,NA,NA,12542
531039345,1335958,NA,NA,57
531040194,210917,NA,NA,3
531041507,634000,NA,NA,NA
531041721,467931,NA,NA,96
531049898,153035,NA,NA,NA
531052447,2490324,NA,NA,1
531053320,297443,NA,113,242
531058113,27312461,NA,100000,42
531058444,541939,NA,18761,90
531059988,737035,325094,NA,NA
531060580,26378,NA,NA,NA
531061117,51101,NA,NA,NA
531061646,190384,NA,NA,38
531062669,641569,NA,NA,NA
531062974,660640,NA,NA,NA
531064194,88374,NA,NA,NA
531066280,117564,NA,NA,NA
531067767,286354,NA,NA,5
531069763,1210531,209,21250,11
531071892,86679,NA,NA,40
531078186,1918764,1631,NA,14
531082329,1167017,NA,85393,182
531083400,339830,NA,NA,23
531083921,475609,NA,3019,NA
531084598,194512,NA,NA,375
531086809,671421,119,7145,3
531089167,748825,NA,14717,16
531090066,46800,NA,NA,NA
531091148,222106,NA,85000,160
531093839,9818,NA,NA,NA
531094498,65000,NA,NA,NA
531095123,7715896,NA,NA,298034
531099265,210942,NA,NA,15
531107282,6079371,579,298509,4
531111029,32801,NA,NA,247
531112704,661565,NA,NA,528
531116937,1601651,NA,NA,181
531120921,1214596,6379,NA,NA
531121655,44953,NA,NA,1
531121960,NA,2121,NA,12808
531122083,8064,1195002,NA,8064
531124667,26502,NA,NA,NA
531125672,278773,NA,NA,26
531125938,662728,NA,299,136
531128684,48280,NA,NA,NA
531130698,142645,NA,NA,2
531132314,114694,NA,NA,214
531132348,134031,NA,NA,NA
531132447,2558309,5982,3643,7
531133452,35181,NA,7888,NA
531133486,835041,NA,NA,2
531135580,65569,642,1105,NA
531137776,NA,195606,NA,NA
531138071,60000,NA,NA,NA
531138444,1123255,NA,NA,135
531139988,36965,NA,NA,56
531140135,83432,NA,NA,NA
531141497,98640,NA,900,NA
531143725,306297,NA,NA,6519
531149128,166000,NA,NA,73
531152106,NA,37002,NA,NA
531155570,5584693,10279,NA,3221
531162386,237171,76641,NA,1
531163897,2340,NA,NA,248
531166940,111539,NA,NA,NA
531169035,NA,NA,NA,NA
531169456,209838,NA,NA,6
531169555,3843917,3163,244911,4369
531170819,13580035,1572,63665,3746
531171809,117191,NA,285,1
531173359,NA,NA,NA,2
531173789,NA,3,200,NA
531173847,95842,NA,NA,3
531177947,NA,NA,NA,229
531183374,131322,NA,NA,NA
531187854,NA,NA,NA,NA
531193993,28192,NA,NA,NA
531194637,1511891,NA,NA,1
531195303,141616,NA,NA,1
531197176,12527486,5830,NA,NA
531197341,NA,3392,152450,NA
531198588,572922,NA,NA,NA
531199347,142605,NA,NA,1
531201457,599597,NA,NA,96
531204352,81517,NA,NA,NA
531205763,1006550,197,41942,104
531205847,21264,NA,NA,NA
531207355,1168841,NA,2283,896
531209344,NA,930843,NA,NA
531217826,NA,717,4849,NA
531219350,627083,2,21057,70
531227338,424,2907,NA,424
531231868,NA,NA,3752,8132
531232643,490170,495,2682,3
531233500,295308,NA,NA,NA
531238004,NA,NA,NA,NA
531248656,NA,NA,NA,NA
531250108,521623,NA,NA,NA
531250595,1781624,6489,NA,NA
531250884,NA,NA,NA,1
531251338,798063,NA,NA,3770
531258218,255505,NA,NA,6
531258622,38775,NA,NA,NA
531261840,206243,NA,NA,218
531262335,639402,NA,17,NA
531266252,99431,NA,NA,13
531266534,55283,NA,NA,1
531271047,237243,750012,250000,1
531276350,NA,NA,NA,NA
531276541,393121,NA,NA,NA
531279859,927480,88,NA,140
531281277,507736,442,10250,59
531285781,NA,NA,NA,NA
531285856,3063017,NA,1645,7
531288819,742738,NA,NA,4453
531290211,NA,295143,NA,NA
531291649,905354,36,NA,873
531292365,545398,NA,NA,96
531293652,323765,NA,NA,NA
531295681,314408,NA,NA,60
531295954,1304334,NA,NA,765
531305340,266993,38,NA,802
531306793,567275,1220,NA,22434
531307817,401782,253,NA,10
531318400,58713,NA,NA,NA
531321339,138586,NA,NA,1
531321453,35375,NA,NA,NA
531323137,29015,NA,NA,NA
531323145,184865,NA,NA,9
531323772,2996017,NA,13230,12
531325363,380784,NA,400,1
531326312,2,NA,100,2
531326395,60000,NA,NA,NA
531326932,415137,121860,NA,15
531329282,NA,NA,NA,NA
531330322,90624,NA,3350,60
531330413,2127130,6033,NA,NA
531335149,106395,NA,704284,NA
531335214,59225,NA,NA,59
531336360,63429,NA,NA,NA
531336774,143564,NA,NA,NA
531337004,36333,NA,NA,NA
531337624,68007,NA,NA,7
531338713,1418001,NA,NA,2796
531346757,129152,NA,NA,NA
531349462,NA,9,NA,NA
531352037,14200,NA,NA,NA
531356665,765778,1378,2184,4
531357275,NA,NA,NA,70
531360915,NA,NA,346,11
531361467,NA,278265,NA,NA
531362572,3440985,NA,NA,8614
531363760,NA,NA,NA,NA
531365542,3795366,NA,NA,16
531372456,479239,1223,NA,984
531372522,476083,NA,NA,1862
531373520,NA,NA,NA,NA
531374023,13386,NA,NA,295
531374171,92676,NA,NA,18
531374643,260442,NA,NA,4
531379303,7101687,1624,67458,8530
531381531,51132,NA,NA,6
531382414,35901,NA,NA,NA
531386688,1258118,NA,7,NA
531392702,109877,NA,2,186
531401594,72165,434,NA,2
531401792,2295149,NA,NA,NA
531404697,901296,NA,NA,NA
531405496,597108,NA,1532,67
531408748,76847,NA,NA,1
531410546,322367,NA,NA,2
531413276,67127,NA,NA,151
531413987,1612266,NA,NA,3
531415438,1,NA,NA,1
531419539,270838,NA,NA,1
531421790,1735876,NA,847,NA
531423044,179141,NA,NA,NA
531427029,500,NA,NA,NA
531428019,79667,NA,NA,NA
531428035,44571,NA,NA,NA
531428258,226020,NA,NA,538
531429611,128885,NA,NA,16
531439214,3100826,NA,6819,70
531447852,2266,549,14846,1
531448165,2241798,166605,NA,3
531453306,960510,1798,52446,NA
531455798,56000,NA,NA,NA
531456010,319097,24,NA,10
531457109,54709,NA,NA,NA
531458222,11438,NA,NA,NA
531458404,NA,NA,NA,3
531458909,446931,1,617,NA
531459758,419277,NA,NA,4
531460327,43725,NA,NA,NA
531463669,15105,NA,NA,105
531464881,2114127,NA,NA,NA
531466936,13055,NA,NA,NA
531467488,147493,NA,NA,26
531467843,1103668,NA,NA,112
531468213,133763,NA,NA,2
531476117,228374,NA,NA,NA
531476885,157318,NA,NA,305
531489011,136308,NA,NA,98
531491082,66696,NA,NA,NA
531491462,376810,22,NA,21
531492197,16917,NA,NA,1
531495281,416345,NA,NA,15
531496107,1808767,NA,NA,177
531501229,777800,NA,124,3
531501286,35095,110,90840,1
531507804,NA,32,957,191
531514818,253797,NA,NA,8
531519411,1159053,180,32,10
531521714,NA,52,NA,2
531521987,53126,277011,NA,626
531523330,847658,NA,560,7
531524452,4929958,5196,NA,2
531525046,58867,NA,NA,NA
531525707,710755,1130,NA,565
531528198,4706944,NA,NA,571
531530269,10893575,NA,17712,3365
531532240,64214,NA,NA,NA
531532257,166766,NA,NA,NA
531532794,NA,NA,NA,1
531537371,106396,NA,49,NA
531537710,NA,397,NA,NA
531540854,75349,NA,NA,1
531545879,369334,7,NA,41
531555258,63052,22,NA,NA
531556744,229800,NA,NA,NA
531557585,NA,NA,NA,NA
531561306,70768,NA,30000,NA
531562387,783145,NA,NA,5
531565059,820000,NA,735000,NA
531565158,69126,NA,NA,NA
531565471,23060,NA,NA,12834
531565596,NA,NA,NA,62
531573079,1686963,NA,NA,1931
531574739,305891,NA,NA,5917
531576049,NA,64017,NA,NA
531579936,628503,370,33682,NA
531582070,33,NA,NA,33
531583136,176734,NA,NA,15585
531583888,200370,NA,NA,79
531592152,201868,NA,NA,2
531592343,214893,NA,NA,1
531593820,253218,66,NA,2
531594232,96848,NA,46,7
531595858,174046,26996,3,19076
531596633,NA,NA,NA,NA
531598670,751673,2575,15224,12
531601284,802269,NA,NA,2
531601748,2122658,NA,NA,1
531601953,1,NA,73671,1
531602357,335536,4,NA,5
531602811,204470,NA,NA,2102
531602878,508243,NA,2847,189
531604841,2609807,24063,NA,121568
531608909,48134,NA,48,NA
531614881,NA,NA,NA,NA
531615169,138333,NA,NA,1
531616233,1448704,NA,NA,21
531619161,1761737,NA,NA,NA
531620086,19638,NA,NA,45
531623999,135141,NA,NA,492
531627867,NA,55470,NA,NA
531628451,54624,NA,3282,NA
531628907,7463737,21184,NA,11
531630978,347302,NA,NA,52
531631620,921517,357,NA,6
531632784,89444,NA,NA,569
531633006,1424132,NA,NA,-5
531633105,292933,NA,857,6
531633360,616248,NA,NA,499602
531634210,NA,NA,NA,51
531634590,85232,NA,NA,3
531636652,590701,NA,NA,148
531637783,223886,NA,NA,2118
531639987,NA,6,NA,1
531640589,142972,30,NA,3
531643666,175910,NA,NA,NA
531647642,47,NA,NA,1
531648269,3711927,NA,NA,15
531651719,8691238,NA,65796,6263
531655108,NA,NA,NA,NA
531657625,1712260,NA,NA,139
531658789,NA,73599,325239,NA
531658862,1100,NA,NA,NA
531661866,2602315,NA,NA,-44
531662716,294,125,50000,9
531664969,872186,58,23780,31
531665552,NA,NA,NA,NA
531672046,NA,NA,NA,12
531672210,NA,NA,NA,NA
531680023,188256,NA,NA,NA
531681955,7355,NA,NA,4
531687473,23616,NA,NA,NA
531690014,NA,NA,NA,NA
531698785,8978,111,NA,NA
531702181,151128,NA,NA,NA
531707578,743528,123,250095,3183
531708022,961040,NA,NA,1192
531712719,656631,NA,NA,824
531712925,51091,NA,NA,1
531716777,129756,NA,NA,NA
531721330,4018669,NA,NA,29
531721686,NA,NA,NA,NA
531726404,NA,NA,NA,NA
531729150,1441565,NA,NA,NA
531730851,126162,NA,NA,NA
531731206,133452,NA,NA,82
531735686,1860397,2316,NA,547
531737229,197285,NA,NA,11
531738177,68297,NA,15077,NA
531740546,842529,NA,NA,809
531746709,53342,NA,3500,2
531748689,4354982,11108,367026,NA
531749521,NA,120460,NA,NA
531754646,6856,NA,NA,26
531755346,18769,NA,56546,577
531755650,278787,21,NA,167
531759017,65000,NA,NA,NA
531759827,NA,NA,NA,NA
531762433,1120993,NA,NA,9
531764207,198713,NA,NA,NA
531767721,469943,NA,NA,NA
531768349,1477552,NA,NA,NA
531768430,252868,NA,NA,2
531769255,365807,NA,NA,11
