,year,"Autres impôts, taxes et versements assimilés",Ventes de marchandises,Production vendue biens,Production vendue services,Chiffres d’affaires nets,Production stockée,Production immobilisée,Subventions d’exploitation,"Reprises sur amortissements et provisions, transfert de charges",Autres produits,Total des produits d’exploitation,Achats de marchandises (y compris droits de douane),Variation de stock (marchandises),Achats de matières premières et autres approvisionnements,Variation de stock (matières premières et approvisionnements),Autres achats et charges externes,"Impôts, taxes et versements assimilés",Salaires et traitements,Charges sociales,Autres charges,Total des charges d’exploitation,Résultat d'exploitation,Bénéfice attribué ou perte transférée,Perte supportée ou bénéfice transféré,Produits financiers de participations,Produits des autres valeurs mobilières et créances de l’actif immobilisé,Autres intérêts et produits assimilés,Reprises sur provisions et transferts de charges financier,Différences positives de change,Produits nets sur cessions de valeurs mobilières de placement,Total des produits financiers,Dotations financières sur amortissements et provisions,Intérêts et charges assimilées,Différences négatives de change,Charges nettes sur cessions de valeurs mobilières de placement,Total des charges financières,Résultat financier,Résultat en cours avant impôts,Produits exceptionnels sur opérations de gestion,Produits exceptionnels sur opérations en capital,Reprises sur provisions et transferts de charges exceptionnel,Total des produits exceptionnels,Charges exceptionnelles sur opérations de gestion,Charges exceptionnelles sur opérations en capital,Dotations exceptionnelles aux amortissements et provisions,Total des charges exceptionnelles,Résultat exceptionnel,Participation des salariés aux résultats de l’entreprise,Impôts sur les bénéfices,Total des produits,Total des charges,Bénéfices ou perte (Total des produits ‐ Total des charges),Impôts différés (compte de résultat),Résultat net des sociétés mises en équivalence,Résultat net des entreprises intégrées,Résultat Groupe (Résultat net consolidé),Part des intérêts minoritaires (Résultat hors groupe),Résultat net part du groupe (part de la société mère),Rémunération d’intermédiaires et honoraires (hors rétrocessions),"Location, charges locatives et de copropriété",Effectif moyen du personnel,Sous‐traitance,Personnel extérieur à l’entreprise,"Rétrocessions d’honoraires, commissions et courtages",Taxe professionnelle,Montant de la TVA. collectée,Total TVA. déductible sur biens et services,Dividendes,siren,denomination,enthic,postal_code,town,ape,ape_name,ape_len,ape_division,ape_groupe,ape_classe,ape_sous_classe,ess_N° IDENTITE ENTREPRISE (SIREN),ess_RAISON SOCIALE,ess_ENSEIGNE,ess_SIGLE,ess_CP VILLE,ess_FORME JURIDIQUE,is_ess
288,2014,,564545,46291357,17733,46873636,-10009801,,6000,554895,2134,37426863,635757,-285267,16207492,,8898334,793968,4412779,1842929,15261,34161285,3265579,,,,,1433,,286,,,,229863,395,,230258,-211727,3053852,,10258,253441,263699,279157,,,472708,-209009,,245892,37709094,,2598952,,,,,,,,,140,,,,,,,,301166138,CHARLES PERROUD SAS,255,69210,LENTILLY,3212Z,Fabrication d’articles de joaillerie et bijouterie,5,32,321,3212,3212Z,,,,,,,YANLIŞ
289,2014,,,,1200645,1200645,,,,800,1619,1203065,17348,,27779,,622731,17919,283233,69457,1432,1158412,44653,,,,,,,,,,,3013,,,3013,-3013,41640,119502,,,,62777,,,62777,56725,,21050,1322567,1245252,77315,,,,,,,11025,95598,7,3393,,,1224,30902,79900,,301171013,CERVIONE VACANCES LE CAMPOLORO,864,20221,CERVIONE,5520Z,Hébergement touristique et autre hébergement de courte durée,5,55,552,5520,5520Z,,,,,,,YANLIŞ
290,2014,,6000,,1531405,1537405,35082,20500,,23029,537,1616553,,,494483,-7902,,13206,448212,255685,9182,1623984,-7431,,,,,,,,,,,1403,,,1403,-1403,-8834,,,,,1693,,,1693,-1693,,,1616553,1627080,,,,,,,,,,,,,,,,,,301171138,ENTREPRISE BOISDRON ET BOUTY,1203,16300,BARBEZIEUX-SAINT-HILAIRE,4399C,Travaux de maçonnerie générale et gros oeuvre de bâtiment,5,43,439,4399,4399C,,,,,,,YANLIŞ
291,2014,,,,2307216,2307216,,,,39239,5,2346461,-3887,,568921,872968,521053,94784,673428,191494,973,2925891,-579431,,,,,,119183,,,,,,,,,119183,-460248,2619927,,,2619927,,,,1711898,908029,,-620,5085571,4637170,448402,,,,,,,,,,,,,,,,,301171435,CLINIQUE SAINT ANTOINE,172,20200,VILLE DI PIETRABUGNO,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
292,2014,,,,4669851,4669851,,,,10965,1,4680817,,,,,3596539,24129,213476,106978,70,3944116,736701,,,5114,,5012,10528,19886,2055,42595,,3317,,,5607,36988,773689,1922,,,,,,,,1922,,252388,4725334,4202111,523224,,,,,,,,,,,,,,,,,301222378,CAPRI,545,75008,PARIS,6910Z,Activités juridiques,5,69,691,6910,6910Z,,,,,,,YANLIŞ
293,2014,,1524797,,,1524797,,,,4205,633,,809882,-86460,58756,,343543,10933,267477,107601,233,1532624,-2989,,,,,342,,,,342,,1201,,,1201,-859,-3848,39561,,4000,,276446,,,276446,-232885,,,1573539,1810272,-236733,,,,,,,11037,226680,5,,,,-3000,256490,211764,,301239661,SOCIETE DE CONSTRUCTION ET DE LOCATION,1203,95220,HERBLAY,4399C,Travaux de maçonnerie générale et gros oeuvre de bâtiment,5,43,439,4399,4399C,,,,,,,YANLIŞ
294,2014,,,,327477,327477,,,,2854,613,330944,,,,,127060,4951,122528,47772,71,304997,25947,,,8,,,,,,8,,,,,539,-531,25416,,,,,,,,68,-68,,2988,330952,308593,22360,,,,,,,,,,,,,,,,,301242178,INTERCOMPTA,742,6703,ST LAURENT DU VAR CEDEX,6920Z,Activités comptables,5,69,692,6920,6920Z,,,,,,,YANLIŞ
295,2014,,406635,,5467,412103,56077,,3124,57493,,528797,387151,-103828,,,74186,801,81428,41745,,494244,34552,,,1050,23452,,,,,24502,,23,,,,24479,59031,,1,,1,,,,2347,-2346,,8404,553300,505019,,,,,,,,,,,,,,,,,,301271565,APPLICATION POUR L'UTILISATION RATIONNELLE DE L'ENERGIE - AP,97,11700,PUICHERIC,4669B,Commerce de gros de fournitures et équipements industriels divers,5,46,466,4669,4669B,,,,,,,YANLIŞ
296,2014,,,,,,,,,,,,,5000,,,,,,,,5000,-5000,,,,,,,,,,,,,,,,-5000,,,,,,,,,,,,,5000,-5000,,,,,,,,,,,,,,,,,301310645,SOCIETE D'EXPLOITATION DALBERT,212,92150,SURESNES,4771Z,Commerce de détail d'habillement en magasin spécialisé,5,47,477,4771,4771Z,,,,,,,YANLIŞ
297,2014,,,,,,,,,,,,,,,,3047,73,,,,3120,-3120,,,6265872,,30482,,,,6296354,,,,,,6296354,6293234,,,,,,,,,,,179779,6296354,182899,6113455,,,,,,,,,,,,,,,,,301330486,SOFINA,1515,75015,PARIS,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
298,2014,,,953,581282,582235,,,,4874,4,587113,,,116686,,163350,17479,154843,53793,1732,553336,33777,,,,10,,,,,6039,,1517,,,,4522,38299,,170000,,170000,3584,61313,62667,,42436,,25122,763152,707539,55613,,,,,,,,,,,,,,,,,301340873,TRANSPORTS ETABLISSEMENTS TARTARIN T.E.T.,741,86310,SAINT-GERMAIN,4941A,Transports routiers de fret interurbains,5,49,494,4941,4941A,,,,,,,YANLIŞ
299,2014,,129471,,3830,133301,,,,,,,69748,10025,179,,36638,2331,33898,,47,153101,-19799,,,,,,,,,,,,,,,,-19799,1331,,,,56,,,56,1274,,,134633,153157,-18524,,,,,,,2678,13123,,1902,,,335,18343,46676,,301392304,GENERALE D'ANTI POLLUTION RECHERCHES APPLICATIONS PROCEDES G,973,95250,BEAUCHAMP,7112B,"Ingénierie, études techniques",5,71,711,7112,7112B,,,,,,,YANLIŞ
300,2014,,60673068,,5493821,66166889,-161854,,238275,8188275,21761,74453346,26819470,-1351945,484135,,,1010654,7299884,2823487,61088,68011052,6442294,,,2334619,,511294,3271,387873,,3237057,36436,70043,230966,,,2899611,9341906,114809,500,107422,222730,10242,,55573,65814,,439778,2225405,77913134,,6833639,,,,,,,,,,,,,,,,,301420469,TEXDECOR,1441,59780,WILLEMS,4673B,Commerce de gros d'appareils sanitaires et produits de décoration,5,46,467,4673,4673B,,,,,,,YANLIŞ
301,2015,,,,,,,,,,,,,,,,1559,,,,,1559,-1559,,,,1047,728,,,,1775,,1775,,,1775,,-1559,,,,,,,,,,,,1775,3334,-1559,,,,,,,,,,,,,,,,,5450119,LE GRAND CAFE ET GASSENDI,1189,4000,DIGNE-LES-BAINS,5630Z,Débits de boissons,5,56,563,5630,5630Z,,,,,,,YANLIŞ
302,2015,,,,,,,,,,70827,70827,,,,,407,6901,,,1,107309,-36482,,,,,,,,,,,,,,,,-36482,,,,,,,,,,,1194,70827,108503,-37676,,,,,,,,,,,,,,,,,5720651,RENE DUFOUR,114,69002,LYON,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
303,2015,,,,15300,15300,,,,,,15300,,,,,9516,19484,,,,29000,-13700,,,,,,,,43,,,,,,,43,-13658,,,,,,,,,,,,15343,29000,-13658,,,,,,,,,,,,,,,,,5750377,GARAGE GIRAUD,114,4000,DIGNE-LES-BAINS,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
304,2015,,4766590,,1044,4767634,,,,8705,146759,4923099,4380877,7942,,,251013,36864,138297,60730,5649,4933584,-10484,,,,,160,,,,,,1099,,,1099,-938,-11422,,,,,,,,9,-9,,,4923260,4934692,-11431,,,,,,,,,,,,,,,,,5750583,"SERVICES , ASSISTANCE, ET TRANSACTIONS AUTOMOBILES",859,4400,BARCELONNETTE,4730Z,Commerce de détail de carburants en magasin spécialisé,5,47,473,4730,4730Z,,,,,,,YANLIŞ
305,2015,,11559060,5306589,3721258,20586907,14578,,,312013,96193,,9222365,4495,4368732,-23857,6147111,300490,615741,206479,35645,21140593,-130903,1838,12582,26251,,484948,,,,511333,,,,,218899,292434,150788,393,,217766,,33079,4485,6216,43780,174379,,173655,21741021,21589509,,,,,,,,,,,,,,,,,,6280309,COMPTOIR ATLANTIQUE DONGEOIS DE DISTRIBUTION ET D 'APPROVISI,202,44480,DONGES,2363Z,Fabrication de béton prêt à l'emploi,5,23,236,2363,2363Z,,,,,,,YANLIŞ
306,2015,,19535834,,12190,19548022,,,,166504,17316,19731842,17210036,-330292,17400,,1032836,192034,781748,195502,,19593248,138596,,,,94,91414,,,,91508,,15312,,,,76196,214792,,,35300,35300,73784,9400,,83184,-47884,,,19858652,19724398,134252,,,,,,,,,32,,,,,,,,6850234,ETABISSEMENTS GARCIN FRERES,1587,4210,VALENSOLE,4621Z,"Comm. de gros céréales, tabac non manuf. et aliments pour bétail",5,46,462,4621,4621Z,,,,,,,YANLIŞ
307,2015,,8245766,904174,168220,9318160,,,4457,1654,385,9324655,6423313,114135,675922,802,720779,80993,676189,,1682,9024880,299775,,,1563,,,,,,,,5192,,,5192,12361,312137,5944,,,5944,2255,,,2255,3689,,,9348153,9097497,250656,,,,,,,,,,,,,,,,,7080260,SAINT NAZAIRE DISTRIBUTION,155,44600,SAINT-NAZAIRE,4711D,Supermarchés,5,47,471,4711,4711D,,,,,,,YANLIŞ
308,2015,,,4713469,22268,4735738,-14478,,5909,28672,3244,4759086,,-9391,1305069,-1794,1159880,46511,865348,352798,14,4188266,,,,,,67306,,,,,,45454,,,45454,21851,592672,,666,120155,120821,,,,611,120210,,220637,4947214,,492245,,,,,,,,,,,,,,,,,7120066,SOCIETE LECLERC IMPRIMERIE,648,80100,ABBEVILLE,1812Z,Autre imprimerie (labeur),5,18,181,1812,1812Z,,,,,,,YANLIŞ
309,2015,,1000,,,1000,,,,1163,,,,1000,,,10632,2065,,,,13697,-11534,,,,,,,,,,,,,,,,-11534,3237,,,3237,,,,,3237,,,5401,13697,-8296,,,,,,,,,,,,,,,,,15650807,COMPTOIR DU MATERIEL,816,21800,SENNECEY LES DIJON,4531Z,Commerce de gros d'équipements automobiles,5,45,453,4531,4531Z,,,,,,,YANLIŞ
310,2015,,,3247850,28397,3276247,119530,9928,8700,19811,156,3434371,,,864805,-14929,1142736,77848,1097844,361348,31,3679694,,,,,,1254,260,407,,1921,196,,1066,,3573,-1652,-246975,,193500,,193500,515,,,198403,-4903,,-17168,3629791,,-234710,,,,,,,,,,,,,,,,,15850944,AGIR TECHNOLOGIES,679,21220,GEVREY-CHAMBERTIN,2573B,Fabrication d'autres outillages,5,25,257,2573,2573B,,,,,,,YANLIŞ
311,2015,,,,32186,32186,,,,,109,32295,,,,,12057,5243,-21803,-12425,,603,31691,,,,,,,,,,,,,,,,31691,,,,,,,,,,,,32295,603,31691,,,,,,,,,,,,,,,,,16750564,CABINET BELIN,114,21000,DIJON,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
312,2015,,,78266,5201161,5279426,-49310,,1700,199002,275672,5706491,,,1750150,,2226178,66673,836798,569165,155862,5848600,-142109,,,,,,,,,,,1655,,,,-1655,-73588,15064,87901,39614,142579,,67954,,84172,58407,,-49501,5919246,5884926,,,,,,,,,,,,,,,,,,17050220,SOCIETE PAUL ROSA ET FILS,1112,21460,EPOISSES,4211Z,Construction de routes et autoroutes,5,42,421,4211,4211Z,,,,,,,YANLIŞ
313,2015,,1000017,,,1000017,,,,1340,1,,664439,-41398,,,97155,18993,186724,51203,2,990315,11044,,,,,,,,,,,3168,,,3168,-3168,7875,2297,,,2297,6193,,,6193,-3896,,846,1003655,1000522,3134,,,,,,,,,,,,,,,,,17150921,BORDE JOAILLIER,1199,21000,DIJON,4777Z,Comm. détail d'articles horlogerie & bijouterie (magas. spéc.),5,47,477,4777,4777Z,,,,,,,YANLIŞ
314,2015,,7015,,234255,241271,,,,,1,241272,3217,480,2851,,102611,,82576,35649,,241891,-619,,,,,4838,,,,4838,,,,,186,4651,4032,,,,,,,,,,,226,246110,242304,3806,,,,,,,2140,27607,3,,,,1154,42095,11419,,17150947,FAGOT IMMOBILIER EN ABREGE : FAGIM,1010,25370,LES HOPITAUX NEUFS,6831Z,Agences immobilières,5,68,683,6831,6831Z,,,,,,,YANLIŞ
315,2015,,364680,,,364680,,,,,635,365316,176476,,,,58306,12575,101083,11580,1369,346466,18850,,,,,,,,,,,,,,,,18850,,,,,,,,,,,3645,365316,350111,15205,,,,,,,6038,28620,1,2121,,,4360,,,,24038010,OCCAS' AUTO,1086,97600,MAMOUDZOU,4532Z,Commerce de détail d'équipements automobiles,5,45,453,4532,4532Z,,,,,,,YANLIŞ
316,2015,,,,389468,389468,,,,,,389469,,,2869,,58746,1511,152412,9526,4,256110,133359,,,,,278,,,,278,,,,,1161,-882,132477,660,,,,,,,,660,,5660,390407,262930,127477,,,,,,,7648,,3,5600,,,,,,,24056137,SOCODIS,973,97600,MAMOUDZOU,7112B,"Ingénierie, études techniques",5,71,711,7112,7112B,,,,,,,YANLIŞ
317,2015,,9905429,,611219,10516648,-4581,,,167199,61563,10740830,9646449,-2042081,,,1057676,144713,750952,165214,,9963561,777269,,,,,4637,,,,4637,,21499,,,,-16861,760407,39197,4416,,43613,138412,4152,,142564,-99051,,,10789081,10127625,,,,,,,,211731,54529,35,51777,304879,,128266,,,,24066193,SMCI GROUPE CAILLE,118,97600,MAMOUDZOU,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
318,2015,,496970,,59640,556610,,,,,3456,560066,182593,,,,51783,3858,240343,9840,9436,510407,49659,,,304,,,,,,304,,266,,,,39,49697,,,,,,,,,,,6778,560370,517451,42919,,,,,,,4750,4342,,,,,301,,,,24068462,MAYOTTE VOILE SARL,187,97660,BANDRELE,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
319,2015,,5484307,,91136,5575443,,,,160723,1201,5737367,3612459,-708136,,,,102111,640475,73126,5061,4987570,749796,,,,,8805,,,,8805,,112914,,,112914,-104108,645688,,6369,,115620,33687,,,,81934,,,5861792,5134171,727621,,,,,,,86707,110634,31,,49019,,79727,,,,24085953,COMABRIC SAS,1274,97600,MAMOUDZOU,4752B,"Comm. détail de quincaillerie, peintures et verres (mag.> 400 m2)",5,47,475,4752,4752B,,,,,,,YANLIŞ
320,2015,,4761367,,45365,4806732,-127,,,54248,5363,4866216,2538902,,,,233611,86602,1141304,430593,507,4400642,465574,,,,,136646,,,3884,140530,51733,330,,,55072,85458,551032,,22000,,22000,,,,90,21910,,161720,5028745,,411222,,,,,,,,,,,,,,,,,25880626,S.E.I.A. REDIEN ET FILS,1596,79000,NIORT,4669A,Commerce de gros de matériel électrique,5,46,466,4669,4669A,,,,,,,YANLIŞ
321,2015,,,,1509723,1509723,,,,10859,3,1520586,,,39455,,329389,29565,221018,109999,20001,870145,650440,,,3391,,298865,56579,,128739,487575,,11554,,4590,178623,308952,959392,936,55500,60370,,2422,53545,,55967,60839,,406873,2124967,1511608,613359,,,,,,,20749,22281,4,,,,,288427,52603,,27280296,STOCKEURS AGRICOLES DE L OUEST,431,79190,SAUZ,5210B,Entreposage et stockage non frigorifique,5,52,521,5210,5210B,,,,,,,YANLIŞ
322,2015,,,,722082,722082,,3560,,457,35,726133,,,72606,-865,223018,31759,265297,87824,2720,751043,-24909,,,9781,,,,,,9781,,16274,,,16274,,-31402,814,55,,869,986,27204,,28189,,,,736783,795506,-58722,,,,,,,,,,,,,,,,,35620582,LA BOURRIDE,187,6600,ANTIBES,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
323,2015,,,,108773,108773,,,,,1,108774,3390,,,,51812,8914,31899,12794,153,111330,-2556,,,,,,,,,,,,,,,,-2556,,,,,31,,,31,-31,,,108774,111361,-2587,,,,,,,3385,25518,1,,,8100,2171,10801,3571,,35620657,EXPLOITATION DU LYS HOTEL,187,6160,JUAN-LES-PINS,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
324,2015,,,,892358,892358,,36,,200,3,892596,,,24559,-415,210760,37279,254039,72123,3902,794779,97817,,,,,,,,,,,907,,,907,-907,,,,,,17,,,17,-17,,,892596,816972,75625,,,,,,,61277,49892,9,4120,,,14045,90494,31365,,35621226,HOTEL JOSSE,187,6600,ANTIBES,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
325,2015,,,,1275331,1275331,,,,,295,1275625,,,,,188082,105261,18638,6892,22460,396004,879622,,,,,13292,,,,,,14918,,,14918,-1626,877995,,,,,,,90000,90000,-90000,,,1288917,500922,787995,,,,,,,,,,,,,,,,,35720036,CAMP DU LOUBET,1431,6270,VILLENEUVE-LOUBET,6311Z,"Traitement de données, hébergement et activités connexes",5,63,631,6311,6311Z,,,,,,,YANLIŞ
326,2015,,332273,,2325,334598,,,,511,69,335179,192186,,,,75234,8308,60929,21914,159,362354,-27175,,,,,8618,,,,8618,,,,,260,8358,-18818,,,,,,,,17,-17,,,343796,362631,-18835,,,,,,,,,,,,,,,,,35720085,IDEAL HOME,912,6600,ANTIBES,4754Z,Commerce de détail appareils électroménagers (magasin spécialisé),5,47,475,4754,4754Z,,,,,,,YANLIŞ
327,2015,,101030,,166599,267629,,,,,1,,30979,-1600,,,275804,8653,,,2,330567,-62937,21977,,1572284,,46515,,,93,,,,,85,85,1618807,1577847,-1,,,-1,,,,6,-7,,152628,1908498,483285,1425213,,,,,,,,,,,,,,,,,35720523,GROUPE SAINT JEAN,1515,6800,CAGNES-SUR-MER,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
328,2015,,,,173891,173891,,,,2676,7,176574,,,25494,-158,50096,5102,66954,22477,15,176730,-156,,,,,,,,,,,,,,,,-156,,5000,,,,4814,,4814,186,,,181574,181544,30,,,,,,,4009,25377,2,,,,4013,35778,11398,,35820547,TRANSPORTS DE VILLENEUVE LOUBET,1578,6270,VILLENEUVE-LOUBET,4939A,Transports routiers réguliers de voyageurs,5,49,493,4939,4939A,,,,,,,YANLIŞ
329,2015,,162865,,348337,511202,,,,41865,7,553076,,-15723,,,234081,13813,77743,26597,13625,528966,24109,,,,,,,,,,,,,,184,-184,23924,7552,17914,179985,205453,25965,,,213479,-8025,,,758529,742630,15898,,,,,,,,,,,,,,,,,36820348,RIO FRANCE,636,6160,JUAN-LES-PINS,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,5,47,476,4764,4764Z,,,,,,,YANLIŞ
330,2015,,2926181,,63546,2989728,,,,43466,17417,3050611,1556781,,,,795833,17369,395315,119755,37118,3002316,48295,,,,,210,,,,210,,7569,,,,-7359,40935,,,,,,,,168,-168,,2985,3050821,3013039,37782,,,,,,,,,,,,,,,,,36920643,AZUREENNE DE FOURNITURES POUR L'AUTOMOBILE LA MARINE L'INDUS,816,6800,CAGNES SUR MER,4531Z,Commerce de gros d'équipements automobiles,5,45,453,4531,4531Z,,,,,,,YANLIŞ
331,2015,,122169,2904026,1624,3027819,,,,20220,2,,60656,36,966213,1046,731003,18830,535854,208407,1,2593905,,,,,56028,,,,394,,,2061,,,2061,54361,508498,8,,,8,,,,507,-499,,152526,3104472,2748999,355473,,,,,,,,,,,,,,,,,36921146,ENGRAIS PASSERON,1268,6220,VALLAURIS,2015Z,Fabrication de produits azotés et d'engrais,5,20,201,2015,2015Z,,,,,,,YANLIŞ
332,2015,,74497,,1862925,1937422,,,,55532,172,1993126,40305,2570,333435,,709103,,497665,200618,1603,1864773,128353,,,,,,,,2271,,,3944,15,,3959,-1688,126665,865,500,,,238,508,16427,17174,-15808,,23021,1996762,1908926,87836,,,,,,,,,,,,,,,,,37020252,TRANSPORTS ECLAIR MONTAGNE,741,6270,VILLENEUVE-LOUBET,4941A,Transports routiers de fret interurbains,5,49,494,4941,4941A,,,,,,,YANLIŞ
333,2015,,,,1020591,1020591,,,,2640,6,1023237,,,1153,,139350,135455,151679,109197,11960,760505,262732,,,,57,7032,,,,,,22908,,,22908,-15819,246913,11965,85000,,96965,1476,,,1476,95489,7529,28386,1127291,820804,306487,,,,,,,,,,,,,,,,,37150182,RAVOYARD HOLDING,1515,39380,VAUDREY,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
334,2015,,,,94726,94726,,,,,,94727,,,,,5125,604,,,,6056,88670,,,,,,,,,,,,,,,,,,,,,,,,,,,,94727,6056,88670,,,,,,,,,,,,,,,,,37221447,KRYS OPTIQUE,114,6600,ANTIBES,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
335,2015,,,,4268941,4268941,,,,23033,6446,4298422,,,,,1555646,98336,1453861,541472,179713,3915469,382953,57244,,,,,,,,,,,,,113277,-113277,326920,,500,15000,15500,1394,,,3479,12020,19757,85857,4371166,4137840,233326,,,,,,,,,,,,,,,,,37322062,FONCIA C.G.I.,164,6600,ANTIBES,6832A,Administration d'immeubles et autres biens immobiliers,5,68,683,6832,6832A,,,,,,,YANLIŞ
336,2015,,,,171715,171715,,,,,,171715,,,,,27849,7370,5451,1534,1666,76103,95612,,,,,17,,,2133,,,15467,,,15467,-13316,82296,,2381,,,204,,,204,2177,,21063,176247,112837,63410,,,,,,,,,,,,,,,,,45780566,SOCIETE HYDRO ELECTRIQUE DE GOTEIN,645,65320,GARD,3511Z,Production d'électricité,5,35,351,3511,3511Z,,,,,,,YANLIŞ
337,2015,,,436355,,436355,,,,10711,77,447143,,,,,119178,34064,93431,40198,3902,431811,,,,,,,,,,,,17895,,,17895,-17895,-2562,,9156,147,,,,81,81,9221,,,456446,449787,6659,,,,,,,,,,,,,,,,,45980091,SOCIETE HYDROELECTRIQUE D ENERGIE,645,64400,SAUC,3511Z,Production d'électricité,5,35,351,3511,3511Z,,,,,,,YANLIŞ
338,2015,,,140610,3115235,3255845,38967,91732,,60500,72,3447117,,,1542961,2767,674056,38477,762342,441224,2951,,-65575,,,,,3857,,,,3857,,,,,6733,-2876,-68451,27142,1030,,28172,,,,4873,23299,,,3479145,3524297,,,,,,,,,,,,,,,,,,46550372,CONSTRU,408,59500,DOUAI,4332B,Travaux de menuiserie métallique et serrurerie,5,43,433,4332,4332B,,,,,,,YANLIŞ
339,2015,,22196,,,22196,,,,390776,12559,,,27193,,,37374,15156,48206,22023,29190,584937,-159405,,,,,,,,,,,1,,,1,-1,-159406,5920,50000,,55920,,50000,61000,126763,-70843,,,481452,711701,-230249,,,,,,,,,,,,,,,,,46720124,AJACCIO DIESEL,118,INCOG,ROUTE DE MEZZAVIA 2C167 AJACCIO,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
340,2015,,48731207,,9278,48740485,,,,290161,1719,49032366,37209029,-172313,,,3761474,568409,3539467,1035748,39449,46329108,2703258,,,,,2800,,,,2800,,,,,,2800,2706059,,,7622,25945,4547,,,12169,13776,305514,742844,49061113,47389635,1671477,,,,,,,,,,,,,,,,,47120019,JEAN FORCONI SA,286,20137,PORTO-VECCHIO,4711F,Hypermarchés,5,47,471,4711,4711F,,,,,,,YANLIŞ
341,2015,,36250,23447,21336540,21396237,,,389906,18636,,21804780,95601,,771145,279,10944531,1864279,793861,381256,18300,21047876,,79669,,740578,,61380,50841,,36800,889601,,347580,,,362078,527522,1364096,1122,,9219,,29768,,451,30220,-19878,,104079,22784393,21624254,1160139,,,,,,,,,,,,,,,,,47220256,HOLCAR,397,20290,BORGO,7711A,Location de courte durée voitures & véhicules auto. légers,5,77,771,7711,7711A,,,,,,,YANLIŞ
342,2015,,134104,-9906,1280966,1405164,-3586,,,15051,375,1417004,,-795,104116,2444,311143,30748,357492,157224,4279,1259506,157498,,,,,,,,,,,46022,,,46022,-45456,112041,3323,7349,,,205,96,,301,10372,,27751,,,,,,,,,,,,,,,,,,,,47250444,MARBRERIE DIRSON,402,59490,SOMAIN,9603Z,Services funéraires,5,96,960,9603,9603Z,,,,,,,YANLIŞ
343,2015,,51007,,1205430,1256438,-341149,,,6260,5,921553,,,187264,,121661,5240,396721,176089,319,897161,24393,,,,,,,,,,,151,,,151,-151,24242,,,,,696,,,696,-696,,,921553,898007,,,,,,,,9725,17927,,43686,53,,2222,,,,47320114,ENTRETIEN ET COULEURS,1335,20090,AJACCIO,4334Z,Travaux de peinture et vitrerie,5,43,433,4334,4334Z,,,,,,,YANLIŞ
344,2015,,,,1489019,1489019,,,24913,,401,1514333,,,33320,-48924,399299,41014,784566,101642,6,1398163,116170,,,,,6727,,,,,,895,,,895,5833,122003,,,392,,44662,,,44662,-44270,,,1521452,1443720,77733,,,,,,,5783,156973,,65534,,,7304,,,,54390505,BOLE CONSULTANCE,1515,97600,MAMOUDZOU,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
345,2015,,,,53349,53349,,,,,1,53350,,,,,62695,3049,,,377,67500,-14150,,,,,5927,,,,,,,,,,5927,-8223,,80000,,,,,,,80000,,,139277,67500,71777,,,,,,,,,,,,,,,,,54801824,SOCIETE MARITIME ET INDUSTRIELLE,97,13008,MARSEILLE,4669B,Commerce de gros de fournitures et équipements industriels divers,5,46,466,4669,4669B,,,,,,,YANLIŞ
346,2015,,2778755,,1900914,4679669,2015,,,251289,271,4933244,1911833,,1021,,1545876,32169,555603,214400,30449,4807979,125265,,,15000,,5929,,,,,,8626,,,8626,12303,137567,2702,1500,,4202,,,,60,4142,,34742,4958375,4851408,,,,,,,,,,,,,,,,,,54802293,CINEMA TELEC SERVICE,509,13011,MARSEILLE,3320D,"Instal. éqpts électriq, mat. électro. et optiq. ou aut. matériels",5,33,332,3320,3320D,,,,,,,YANLIŞ
