,year,"Autres impôts, taxes et versements assimilés",Ventes de marchandises,Production vendue biens,Production vendue services,Chiffres d’affaires nets,Production stockée,Production immobilisée,Subventions d’exploitation,"Reprises sur amortissements et provisions, transfert de charges",Autres produits,Total des produits d’exploitation,Achats de marchandises (y compris droits de douane),Variation de stock (marchandises),Achats de matières premières et autres approvisionnements,Variation de stock (matières premières et approvisionnements),Autres achats et charges externes,"Impôts, taxes et versements assimilés",Salaires et traitements,Charges sociales,Autres charges,Total des charges d’exploitation,Résultat d'exploitation,Bénéfice attribué ou perte transférée,Perte supportée ou bénéfice transféré,Produits financiers de participations,Produits des autres valeurs mobilières et créances de l’actif immobilisé,Autres intérêts et produits assimilés,Reprises sur provisions et transferts de charges financier,Différences positives de change,Produits nets sur cessions de valeurs mobilières de placement,Total des produits financiers,Dotations financières sur amortissements et provisions,Intérêts et charges assimilées,Différences négatives de change,Charges nettes sur cessions de valeurs mobilières de placement,Total des charges financières,Résultat financier,Résultat en cours avant impôts,Produits exceptionnels sur opérations de gestion,Produits exceptionnels sur opérations en capital,Reprises sur provisions et transferts de charges exceptionnel,Total des produits exceptionnels,Charges exceptionnelles sur opérations de gestion,Charges exceptionnelles sur opérations en capital,Dotations exceptionnelles aux amortissements et provisions,Total des charges exceptionnelles,Résultat exceptionnel,Participation des salariés aux résultats de l’entreprise,Impôts sur les bénéfices,Total des produits,Total des charges,Bénéfices ou perte (Total des produits ‐ Total des charges),Impôts différés (compte de résultat),Résultat net des sociétés mises en équivalence,Résultat net des entreprises intégrées,Résultat Groupe (Résultat net consolidé),Part des intérêts minoritaires (Résultat hors groupe),Résultat net part du groupe (part de la société mère),Rémunération d’intermédiaires et honoraires (hors rétrocessions),"Location, charges locatives et de copropriété",Effectif moyen du personnel,Sous‐traitance,Personnel extérieur à l’entreprise,"Rétrocessions d’honoraires, commissions et courtages",Taxe professionnelle,Montant de la TVA. collectée,Total TVA. déductible sur biens et services,Dividendes,siren,denomination,enthic,postal_code,town,ape,ape_name,ape_len,ape_division,ape_groupe,ape_classe,ape_sous_classe,ess_N° IDENTITE ENTREPRISE (SIREN),ess_RAISON SOCIALE,ess_ENSEIGNE,ess_SIGLE,ess_CP VILLE,ess_FORME JURIDIQUE,is_ess
167,2013,,3929829,,,,,21399,,21062,80,4158342,3445856,,,,382321,22534,277214,87282,990,,-68613,,,,,1017,,,,1017,,27298,,,27298,-26281,-94895,13904,,,13904,11603,,,11603,2300,,,4194407,4287002,-92594,,,,,,,,,,,,,,,,,305663296,BROUSSE LOISIRS,433,80000,AMIENS,4519Z,Commerce d'autres véhicules automobiles,5,45,451,4519,4519Z,,,,,,,YANLIŞ
168,2013,,707329,,17332,724661,-1906,,,2023,5,724783,390197,46625,9719,,97225,,119729,32791,1449,712641,12142,,,,,352,,,,,,7426,,,7426,-7075,5067,1430,,,1430,337,,,337,,,280,726564,720684,,,,,,,,6519,44461,5,,,,2390,142033,101615,,305810624,CLINIQUE MENAGER,912,83160,LA VALETTE-DU-VAR,4754Z,Commerce de détail appareils électroménagers (magasin spécialisé),5,47,475,4754,4754Z,,,,,,,YANLIŞ
169,2013,,16646285,,33174,16679459,,,,379480,185410,,9144651,2513685,28250,473,2727959,246258,1839569,822805,2535,18294031,-1049682,,,,,5239,11815,14981,,32036,66264,257352,,,343594,-311558,-1361240,19165,712500,,731665,56465,481423,,537888,193776,,-1333,18008049,19174180,-1166131,,,,,,,,,,,,,,,,,305821225,DIFAC,1288,67960,ENTZHEIM,4642Z,Commerce de gros d'habillement et de chaussures,5,46,464,4642,4642Z,,,,,,,YANLIŞ
170,2013,,29495162,,440175,29935338,,,46750,504437,10109,30496635,23589564,,86885,-2551,3678214,447114,2338344,634465,27686,31294687,-798052,,,35630,,10957,24052,,1469,72110,,473123,,,485800,-413690,-1211742,,203142,,203142,,41735,25400,67225,135917,,-45473,30771888,31802241,-1030352,,,,,,,,,,,,,,,,,306092669,SOCIETE DE MAGASINS VILLEFRANCHOIS,286,12200,VILLEFRANCHE DE ROUERGUE,4711F,Hypermarchés,5,47,471,4711,4711F,,,,,,,YANLIŞ
171,2013,,,,431505,431505,,,,13706,1561,446773,,,,,111925,9338,222708,74682,10277,441148,5625,,,,,,,,,,,,,,2956,-2956,2668,,,,,,,,2098,-2098,,-2114,446773,444089,2684,,,,,,,,,,,,,,,,,306138868,FIT EXPERTISE,742,30000,NIMES,6920Z,Activités comptables,5,69,692,6920,6920Z,,,,,,,YANLIŞ
172,2013,,,,262346,262346,,,,16693,735,279774,,,2235,,89567,7998,59225,24165,2800,214386,65388,,,,43,,,,,43,,,,,379,-336,65052,,,15200,,64,,,64,15136,,18993,295017,233822,61195,,,,,,,,,,,,,,,,,306461666,DOULY,187,6400,CANNES,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
173,2013,,423314,,,423314,,,,1498,14,424826,148719,40219,,,173769,5023,27500,,2,413207,11618,,,,,841,,,,841,,11,,,11,830,12449,1046,,,1046,,,,150,896,,70,426713,413438,13275,,,,,,,,,,,,,,,,,306461716,ACCESSOIRES SANITAIRES 2000,88,6000,NICE,4673A,Commerce de gros de bois et de matériaux de construction,5,46,467,4673,4673A,,,,,,,YANLIŞ
174,2013,,,647803,,647803,1389,,,,7335,656528,,,81786,-218,110568,34598,275217,106319,801,614253,,,,,,,,,,,,,,,,,42275,,,,,245,,,245,,,5592,656528,620090,,,,,,,,,,,,,,,,,,306733775,,,,,,,,,,,,,,,,,,YANLIŞ
175,2013,,,,179374,179374,,,,262185,1,441560,,,,,104607,20749,,,263793,458771,-17211,,,,,,,,,,,518,,,518,-518,-17729,,150000,,,,71844,,71844,78156,,,591560,531133,60427,,,,,,,,,,,,,,,,,307033969,,,,,,,,,,,,,,,,,,YANLIŞ
176,2013,,,,822396,822396,,,,4180,,826576,,,,,152514,72244,26211,11196,5100,380254,446322,,,,,19,,,,19,,,,,,19,,5100,,,5100,131,585,,716,4384,,,831694,531528,300166,,,,,,,88650,,1,,,,729,143103,30347,385000,307047910,,,,,,,,,,,,,,,,,,YANLIŞ
177,2013,,124405289,91278,917085,125413653,,,1000,269193,96505,,97757191,257968,312576,11936,6402709,1731478,6546951,2096344,24477,116995178,8785174,,,4780,9534,13096,,,37803,88238,4183,327126,,9427,340738,-252499,8532674,33790,,,940041,797421,,7068,804490,135551,1728107,2318912,126808632,122187425,4621206,,,,,,,,,283,,,,,,,,307132001,,,,,,,,,,,,,,,,,,YANLIŞ
178,2013,,,,10586773,10586773,,43630,,12200,47327,10689931,,,3627,,8436759,62615,464449,209744,46076,9230060,1459870,,,79940,,58993,,,,,,1571,,,1571,137361,1597232,28493,,,28493,4259,,15000,19259,9234,,505910,10857358,9756802,1100556,,,,,,,,,,,,,,,,,307165993,,,,,,,,,,,,,,,,,,YANLIŞ
179,2013,,6149569,,141624,6291193,,,,46423,39369,6376985,2955355,900656,,,,223317,855693,237782,16777,6351640,25346,,,1450,,36211,369057,52,259797,,,6664,1520,362177,370561,296006,321352,,556,,550,450,,,450,,,67156,7044102,6789807,254296,,,,,,,,,,,,,,,,,307277129,WALLERICH,636,57740,LONGEVILLE-L,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,5,47,476,4764,4764Z,,,,,,,YANLIŞ
180,2013,,,,112528,112528,,,,8384,,120912,,,,,26425,13996,,6620,28500,83456,37456,,,,,,,,,,,,,,,,37456,,,,,,,,,,,8185,120912,91641,29271,,,,,,,6820,,,,,,610,22055,3202,,307330902,SORECOB,1237,94400,VITRY-SUR-SEINE,4399A,Travaux d'étanchéification,5,43,439,4399,4399A,,,,,,,YANLIŞ
181,2013,,,,3380347,3380347,,,,10188,30500,3421035,,,,,536177,49299,1476127,656839,,2824824,596211,,87713,,19010,156722,54631,,15,230378,15095,,,,15108,215270,723767,3233,1256,,4489,35131,,,36327,-31838,,206697,3655902,3170670,485232,,,,,,,,,,,,,,,,,307772269,CABINET LAUGIER-FINE,164,13006,MARSEILLE,6832A,Administration d'immeubles et autres biens immobiliers,5,68,683,6832,6832A,,,,,,,YANLIŞ
182,2013,,10111,,,782581,,,,42015,21,,,,8073,-78,351565,8828,275973,102738,91,756470,68147,,,,,,,,,,,1432,,,1432,-1432,66714,,836,,836,24472,1055,,25526,,,5086,825453,788515,36938,,,,,,,,,,,,,,,,,308093269,C 2 A EXPERTISE CONSEILS AUDITEURS & ASSOCIES,742,34500,B,6920Z,Activités comptables,5,69,692,6920,6920Z,,,,,,,YANLIŞ
183,2013,,,,57726,57726,,,,,,57726,,,,,13453,8236,,,,22901,34825,,,,,,,,,,,,,,,,34825,,,,,40,,,,-40,,11595,57726,34536,23190,,,,,,,7301,726,,,,,1012,11404,2352,50000,308338383,S.I.B.,114,95310,ST OUEN L AUMONE,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
184,2013,,,,7898,7898,,,,,,7898,,,,,4818,1883,,,,6701,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,180,7898,6881,1017,,,,,,,2380,,,,,,,,,,308800556,SOCIETE IMMOBILIERE ET MOBILIERE ANREP SIMA,164,16120,BONNEUIL,6832A,Administration d'immeubles et autres biens immobiliers,5,68,683,6832,6832A,,,,,,,YANLIŞ
185,2013,,1218700,,141,1218841,,,,11705,2102,,446362,-4253,,,223635,20294,409738,110254,934,1230451,2197,,,,,,,,,,,,,,,,2197,,,,,119,,,119,-119,,-1200,1232648,1229370,3278,,,,,,,,,15,,,,,,,,309095396,AU RENDEZ VOUS DES CHAUFFEURS,992,75008,PARIS,5610A,Restauration traditionnelle,5,56,561,5610,5610A,,,,,,,YANLIŞ
186,2013,,,1933,593387,595321,-151925,,,19915,2317,465629,,,148085,1340,91096,8316,146136,61501,65,467431,,,,,,,,,,,,24817,,,,-24817,-26619,65621,,,65621,41581,,,,24039,,,531250,533830,,,,,,,,,,,,,,,,,,309172518,SOPOMEST,542,67118,GEISPOLSHEIM,4332A,Travaux de menuiserie bois et PVC,5,43,433,4332,4332A,,,,,,,YANLIŞ
187,2013,,18739,1329520,8189,1356448,,14230,,77842,134,1448654,,-890,350927,,282150,19750,510410,188167,27,,61834,,,,,,,,,,,1835,,,1835,-1835,,3721,,,3721,1721,,,1721,2000,,,1452375,1390376,61999,,,,,,,,,,,,,,,,,309318566,SOCIETE D EXPLOITATION DE LA BOULANGERIE CAUMES,829,34700,LOD,1071C,Boulangerie et boulangerie-pâtisserie,5,10,107,1071,1071C,,,,,,,YANLIŞ
188,2013,,,,,1161661,,,,,14906,1176567,,,,,281103,29914,572468,223318,9,1121250,55317,,,,,,,,,146608,,,,,11132,135476,190793,,,,2533,,,,366,2167,,23931,1325708,1156679,169029,,,,,,,,,,,,,,,,,309344729,GROUPE MOINE,1515,69530,BRIGNAIS,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
189,2013,,,,74433,74433,,,,,,74433,,,28026,,15000,398,25377,11346,2,80150,-5717,,,,,,,,,,,,,,,,-5717,,,,,,,,,,,,74433,80150,-5717,,,,,,,,,,,,,,,,,309382661,SAUVAGET ELECTRICITE,692,44860,SAINT-AIGNAN DE GRAND LIEU,4321A,Travaux d'installation électrique dans tous locaux,5,43,432,4321,4321A,,,,,,,YANLIŞ
190,2013,,,7036807,,7036807,19773,,4550,19928,5414,7086473,,,3450230,-62371,1701215,111609,1220532,457333,1157,7064773,21700,,,,,,,,,104,,11185,5,,11190,-11086,10614,78161,836,,78997,124952,,,124952,,,,7165574,7200915,,,,,,,,,,,,,,,,,,309467397,ORIENTAL KITCHEN,493,94600,CHOISY LE ROI,1085Z,Fabrication de plats préparés,5,10,108,1085,1085Z,,,,,,,YANLIŞ
191,2013,,7603346,45524079,1778391,54905816,-15256,,1400,249784,63,55141808,4462501,452475,15457444,563936,13490051,,9062443,4130493,22470,49663122,5478685,,,,71893,117950,12827,24644,,247449,,14645,57648,,73584,173866,5652551,80176,1300,437770,519247,154060,32,166639,,198516,591117,1337438,55908504,51985992,,,,,,,,,,,,,,,,,,309494953,WIRQUIN PLASTIQUES,1311,44470,CARQUEFOU,2221Z,"Fabrication plaques, feuilles, tubes et profilés en plastique",5,22,222,2221,2221Z,,,,,,,YANLIŞ
192,2013,,2788438,,237965,3026402,,,,148755,19,3175177,,86301,7806,,580612,39346,374031,185003,89996,3313552,-138375,,,88453,,103,,124,,88681,,,87,,2257,86423,-51952,,41490,,41490,,27317,,28653,12837,,,3305347,3344462,-39115,,,,,,,,,,,,,,,,,309693612,ALPHA KARTING,183,30100,ALES,4540Z,Commerce et réparation de motocycles,5,45,454,4540,4540Z,,,,,,,YANLIŞ
193,2013,,1685243,,,1685243,,,,3304,505,1689052,,6299,634,,232247,10844,203963,77969,16,1570455,118597,,,,,8558,,,,8558,,,,,,8558,127155,,,,,13169,,,13169,-13169,,,1697610,1583624,113986,,,,,,,,,,,,,,,,,309931830,ESPACE LUMIERE,755,75008,PARIS,4759B,Commerce de détail d'autres équipements du foyer,5,47,475,4759,4759B,,,,,,,YANLIŞ
194,2013,,3889792,,2658,3892450,,,,3056,,3895506,2818380,-68494,,,358414,37850,527992,188468,2820,3892027,3479,,,,,,,,,,,,,,3024,-3024,455,,30061,,30061,,,,15012,15049,,413,3925567,3910476,15091,,,,,,,15073,148650,18,48297,,,,759846,,,309932580,MOULINJEUNE EQUIPEMENTS,98,87220,FEYTIAT,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,5,46,466,4661,4661Z,,,,,,,YANLIŞ
195,2013,,914609,,,914609,,,,,2,914611,588007,-11441,,,324712,,,,661,910513,4098,,,,,663,,,,663,,1061,,,1061,-398,3699,15819,,,15819,2379,,,2379,13439,,,931094,916814,14279,,,,,,,,,,,,,,,,,309989705,CENTRE TECHNIQUE AUDIO,891,75015,PARIS,4743Z,Commerce de détail de matériels audio/vidéo en magasin spécialisé,5,47,474,4743,4743Z,,,,,,,YANLIŞ
196,2013,,,,19457,19457,,,,,5,19462,,,,,42539,1459,27619,12914,26,89119,-69657,,,,,3,,,,,,779,,,779,-776,-70434,,2720,,,2191,,,2191,529,,,22185,92090,-69905,,,,,,,,,,,,,,,,,310290663,IMMOBILIERE DE LA CITE,1010,83310,GRIMAUD,6831Z,Agences immobilières,5,68,683,6831,6831Z,,,,,,,YANLIŞ
197,2013,,,,82565,82565,,,,,,82565,,,,,48584,19329,,,2549,14652,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,3990,82565,74584,7981,,,,,,,,,,,,,,,,,310455928,DEGIVRY,1504,38400,SAINT-MARTIN-D'HERES,6619A,Supports juridiques de gestion de patrimoine mobilier,5,66,661,6619,6619A,,,,,,,YANLIŞ
198,2013,,604751,,292168,896919,,,,1667,284,898870,16346,836,424730,-3987,,11194,192701,59279,291,897611,1259,,,,4,,,,,4,,,,,4045,-4042,-2783,,6605,,6605,322,7683,,8005,-1400,,,905479,909128,-3650,,,,,,,,,,,,,,,,,310517693,SOCIETE D EXPLOITATION DES ETABLISSEMENTS HUET,998,91220,LE PLESSIS PATE,4520A,Entretien et réparation de véhicules automobiles légers,5,45,452,4520,4520A,,,,,,,YANLIŞ
199,2013,,,,,,,,,597,,597,,,35,,,,,,,35,562,,,,1,66,,,2,69,100,83,,,183,-114,448,,6,,6,,31,,31,-25,,25,672,274,398,,,,,,,,,,,,,,,,,310530068,COFIFO,1631,75009,PARIS,6622Z,Activités des agents et courtiers d'assurances,5,66,662,6622,6622Z,,,,,,,YANLIŞ
200,2013,,,,226025,226025,,,,20523,278,246826,,,,,76477,53310,32400,16808,6,294858,-48032,,,37808,,84,,,4354,42245,39298,,,,40723,1522,-46510,27040,554277,,,877,554877,,555754,25563,,,870388,891336,-20947,,,,,,,,,,,,,,,,,310552617,KDV IMMO,114,80110,BERTEAUCOURT-LES-THENNES,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
201,2014,,,,,,,,,,70679,70679,,,,,2344,6719,,,1,9669,61010,,,,,,,,,,,,,,,,61010,,,,,,,,,,,20337,70679,30006,40673,,,,,,,,,,,,,,,,,5720651,RENE DUFOUR,114,69002,LYON,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
202,2014,,5105657,,1195,5106853,,,,,155132,5261985,4661703,25297,,,238139,39377,133922,52122,4442,5224443,37541,,,,,,,,,,,2103,,,2103,-2103,35437,140,,,140,,,,3536,-3396,,,5262126,5230084,32041,,,,,,,,,,,,,,,,,5750583,"SERVICES , ASSISTANCE, ET TRANSACTIONS AUTOMOBILES",859,4400,BARCELONNETTE,4730Z,Commerce de détail de carburants en magasin spécialisé,5,47,473,4730,4730Z,,,,,,,YANLIŞ
203,2014,,,1642046,175809,1817855,1962,,17913,27821,11,1865561,,,127297,-371,769971,25070,602777,285622,7771,,6691,,,1440,,22695,,,1169,,,,,,,25304,31995,,2997,,,90,2996,,3086,-90,,-29621,1893862,1832335,,,,,,,,,,,,,,,,,,5980016,SOCIETE NAZAIRIENNE DE MECANIQUE,777,44550,MONTOIR-DE-BRETAGNE,2562B,Mécanique industrielle,5,25,256,2562,2562B,,,,,,,YANLIŞ
204,2014,,12101917,5457588,4047539,21607044,18282,,,20626,62229,,9231294,692772,4276547,143330,6595030,213574,668650,240054,7476,22619913,-911732,9155,15339,126184,,229246,,,,374449,,,,,314359,60090,-857827,13159,1343947,156,,526,67903,6153,74582,1282680,,,23449046,23024193,,,,,,,,,,,,,,,,,,6280309,COMPTOIR ATLANTIQUE DONGEOIS DE DISTRIBUTION ET D 'APPROVISI,202,44480,DONGES,2363Z,Fabrication de béton prêt à l'emploi,5,23,236,2363,2363Z,,,,,,,YANLIŞ
205,2014,,515030,,59392,574422,,,,2760,299,577481,330067,-2525,,,,15256,106792,32286,593,592593,-15112,,,,,,,,,,,245,,,,-245,-15357,4738,1250,,5988,,234,,,5754,,,583469,593072,-9603,,,,,,,,,,,,,,,,,7050123,STE DES ETABLISSEMENTS GUIGUES,238,4000,DIGNE-LES-BAINS,4674A,Commerce de gros (commerce interentreprises) de quincaillerie,5,46,467,4674,4674A,,,,,,,YANLIŞ
206,2014,,8336,,225131,233468,,,,,,233468,3336,901,3455,,89432,2627,,36292,37,230424,3044,,,,,20010,,,,20010,,,,,246,19764,22809,,,,,,366,,366,-366,,3013,253479,234050,19429,,,,,,,2116,25570,3,,,,1141,41456,9477,,17150947,FAGOT IMMOBILIER EN ABREGE : FAGIM,1010,25370,LES HOPITAUX NEUFS,6831Z,Agences immobilières,5,68,683,6831,6831Z,,,,,,,YANLIŞ
207,2014,,10199246,,492516,10691762,-28156,8517,,211484,5293,,7515927,541950,,,891803,111725,762542,153170,16281,10338019,550882,,,,,8262,,,,8262,,,,,23987,-15725,535156,106480,,,106480,460,,,460,106020,,,11003644,10362457,,,,,,,,202215,46646,40,8491,304330,,,,,,24066193,SMCI GROUPE CAILLE,118,97600,MAMOUDZOU,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
208,2014,,4696009,,47819,4743828,703,,,77601,9564,4831696,2311146,,,,222604,96675,1165046,460452,3670,4334930,496767,,,,,124007,,,12000,136007,7123,92,,,9050,126957,623724,,,,,,,,,,,180455,4967703,4524435,,,,,,,,,,,,,,,,,,25880626,S.E.I.A. REDIEN ET FILS,1596,79000,NIORT,4669A,Commerce de gros de matériel électrique,5,46,466,4669,4669A,,,,,,,YANLIŞ
209,2014,,,,510245,510245,,,,,1124,511369,,,,,135427,81308,190201,58909,24,516787,-5418,,,,,,,,,,,,,,,,-5418,,,,,,,,45,-45,,,511369,516832,-5463,,,,,,,,,,,,,,,,,35620079,SOCIETE MEDITERRANEENNE DE PARTICIPATIONS,1528,6600,ANTIBES,6820A,Location de logements,5,68,682,6820,6820A,,,,,,,YANLIŞ
210,2014,,,,906722,906722,,,,4488,22,911231,,,22392,530,227312,37253,261845,76769,3643,830126,81106,,,,,375,,,,375,,2771,,,2771,-2396,,,,,,4149,,,4149,-4149,,,911606,841580,70026,,,,,,,59126,48711,,20176,10619,,14056,91883,35442,,35621226,HOTEL JOSSE,187,6600,ANTIBES,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
211,2014,,,,1221121,1221121,,,,,,1221121,,,,,146826,99411,85731,31996,,418498,802623,,,,,18791,,,,,,21014,,,21014,-2223,800401,,,,,1456,,,1456,-1456,,,1239912,440968,798945,,,,,,,,,,,,,,,,,35720036,CAMP DU LOUBET,1431,6270,VILLENEUVE-LOUBET,6311Z,"Traitement de données, hébergement et activités connexes",5,63,631,6311,6311Z,,,,,,,YANLIŞ
212,2014,,106331,,159543,265874,,,,,,,30350,-2692,,,325946,-858,,,,366535,-100660,27941,,1553128,,53098,,,493,,,,,,,1606720,1534000,50801,,,50801,,,,111,50691,,198906,1951336,565551,1385785,,,,,,,,,,,,,,,,,35720523,GROUPE SAINT JEAN,1515,6800,CAGNES-SUR-MER,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
213,2014,,,,971913,971913,,19693,,,2100,993706,,,49464,,365692,14221,174728,47029,295,764308,229398,,,,,,,,,,,4367,,,4367,-4367,,,,232,232,,,46422,46422,-46190,,,993938,867977,125960,,,,,,,,,,,,,,,,,35721810,L HOTEL SAINTE VALERIE,187,6160,JUAN-LES-PINS,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
214,2014,,,,10976,10976,,,,,,10976,,,,,3076,,,,,3076,7900,,,,22,,,,,,,700,,,,-700,7200,,,,,,,,,,,1080,10976,4856,6120,,,,,,,,,,,,,,,,,36020212,IMMOBILIERE DU CINEMA ANTIPOLIS,1263,6600,ANTIBES,4110D,Supports juridiques de programmes,5,41,411,4110,4110D,,,,,,,YANLIŞ
215,2014,,39840,,5014102,5053941,,,,22953,,5076895,26913,8,,-4046,1064278,410850,1862798,653562,1750,4465470,611425,,,49000,,1617,,,,,,,,,,50618,662042,3390,,,3390,,,,8701,-5311,28565,150578,5130902,4653314,477588,,,,,,,,,,,,,,,,,36220150,MONTSINERY,172,6600,ANTIBES,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
216,2014,,,160640,2033493,2194134,223289,,,3386,63,2420872,,,643800,-166651,1650708,3758,183980,100282,949,2422139,,,,,,,,,15197,,,,,,,15197,13930,689,,,,3959,,,3959,-3269,,166,2436758,2426264,,,,,,,,,,,,,,,,,,36520815,ENTREPRISE DENIE LA STAFFERIE,1389,6480,LA COLLE-SUR-LOUP,4331Z,Travaux de plâtrerie,5,43,433,4331,4331Z,,,,,,,YANLIŞ
217,2014,,258603,,270154,528758,,,,3719,14,532492,268716,,,,267281,13984,86229,23641,20,527641,4851,,,,,,,,,,,,,,1755,-1755,3095,234,,,234,271,,,,-37,,,532726,529668,3057,,,,,,,,,,,,,,,,,36820348,RIO FRANCE,636,6160,JUAN-LES-PINS,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,5,47,476,4764,4764Z,,,,,,,YANLIŞ
218,2014,,2862827,,70634,2933462,,,210,17154,20358,2971185,1569057,,,,779842,17459,381895,112356,3778,2937820,33364,,,,,254,,,,254,,8590,,,8590,,25028,,,,,,,,,,,,2971439,2946410,25028,,,,,,,,,,,,,,,,,36920643,AZUREENNE DE FOURNITURES POUR L'AUTOMOBILE LA MARINE L'INDUS,816,6800,CAGNES SUR MER,4531Z,Commerce de gros d'équipements automobiles,5,45,453,4531,4531Z,,,,,,,YANLIŞ
219,2014,,,1501245,181463,1682708,-14068,,,25914,428,1694982,98189,-18613,57718,13999,1118439,33660,186526,70895,8410,,57294,,,,,,48512,926,,49438,,52198,489,,86225,-36787,20507,3011,6800,,9811,2159,21791,,23950,-14139,,-7332,1754231,1740530,,,,,,,,,,,,,,,,,,37120284,LA VERRERIE DE BIOT,1276,6410,BIOT,2313Z,Fabrication de verre creux,5,23,231,2313,2313Z,,,,,,,YANLIŞ
220,2014,,1647,,191717,193364,,,,400,3,193767,,,,,80638,5009,70863,25381,696,193741,26,,,,,2925,,,,,,,,,,2925,2951,,,,,,,,,,,236,196692,193977,2715,,,,,,,,,,,,,,,,,37120680,CAMPING MAGALI,1429,6700,SAINT-LAURENT-DU-VAR,5530Z,"Terrains de camping et parcs pour caravanes, véhicules de loisirs",5,55,553,5530,5530Z,,,,,,,YANLIŞ
221,2014,,,,1194293,1194293,,,,2640,4,1196937,,,-1262,,156900,143119,147061,107465,13823,871512,325425,,,,42,9731,,,1298,,,30617,,,30617,-19545,305880,3241,,,4338,,3210,,3210,1128,7228,,1212347,912567,299779,,,,,,,,,,,,,,,,,37150182,RAVOYARD HOLDING,1515,39380,VAUDREY,6420Z,Activités des sociétés holding,5,64,642,6420,6420Z,,,,,,,YANLIŞ
222,2014,,,,95212,95212,,,,,,95212,,,,,7432,674,,,,8200,87011,,,,,,,,,,,,,,,,,,,,,,,,,,,,95212,8200,87011,,,,,,,,,,,,,,,,,37221447,KRYS OPTIQUE,114,6600,ANTIBES,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
223,2014,,,,58127,58127,,,,,1551,59678,,,,,75015,3373,,,2620,83096,-23419,,,,2455,7724,,,7534,17713,,2,,1285,,16426,-6992,,,,,,,,,,,,77391,84383,-6992,,,,,,,,,,,,,,,,,54801824,SOCIETE MARITIME ET INDUSTRIELLE,97,13008,MARSEILLE,4669B,Commerce de gros de fournitures et équipements industriels divers,5,46,466,4669,4669B,,,,,,,YANLIŞ
224,2014,,,,3822769,3822769,,,,29552,19,3852340,346260,11067,,,1216226,230220,1322384,581065,622,3806666,45674,,,,,,,,,,,,,,23902,-23902,21772,14651,,,14651,,,,21592,-6941,,,3866991,3852160,14831,,,,,,,42271,801308,45,1083,3904,,40211,,,,55806673,LA BASTIDE,172,13011,MARSEILLE,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
225,2014,,124205,,31128,155333,,,,,,,81031,-4232,,,52358,1921,17300,2677,,151263,4071,,,,,,,,,,,,,,,,4071,,,,,,,,,,,455,155333,151718,3616,,,,,,,,,,,,,,,,,55808034,COMPTOIR PHOCEEN DU CUIR,1289,13001,MARSEILLE,4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,5,46,462,4624,4624Z,,,,,,,YANLIŞ
226,2014,,,,28642155,28642155,,,,1064876,,29707031,,,,,19070079,1182609,6814009,3577951,176588,31525094,-1818063,,,1074,,27582,,,,,,865892,,,865892,-837236,-2655299,353368,5500,,358868,,6075,,1318733,-959864,,,30094556,33709720,-3615164,,,,,,,,,,,,,,,,,55809404,INTRAMAR SA,1397,13315,MARSEILLE CEDEX 15,5224A,Manutention portuaire,5,52,522,5224,5224A,,,,,,,YANLIŞ
227,2014,,,,17068731,17068731,,,34864,130698,217,17234510,,,,,10640630,397192,2588273,1371025,85855,18041794,-807285,,,8564,,2742,,,,,,585062,5,,585067,-573761,-1381046,15364,704088,,719452,4867,,3674,8541,710911,,-32305,17965268,18603098,-637830,,,,,,,,,,,,,,,,,56802499,SA FOIRE INTERNATIONALE DE MARSEILLE,1490,13008,MARSEILLE,8230Z,"Organisation de foires, salons professionnels et congrès",5,82,823,8230,8230Z,,,,,,,YANLIŞ
